text,text_implied,target,stereotype
['hitler warn about self pride in max form white ? only is kkk satanist n misguided white peace neutral'],['whites are racists'],['whites'],[]
['hitler warn about self pride in max form white ? only is kkk satanist n misguided white peace neutral'],['Minorities are inferior'],['Minorities'],[]
['awesome ! the real men who fought for the white race ! real heroes !'],['non-white people are inferior'],['non-white people'],[]
['awesome ! the real men who fought for the white race ! real heroes !'],['Minorities are inferior.'],['Minorities'],[]
[': #whatilove is the amazing  creative  white race . #whiteppl #whitepeople #whitepride'],['Minorities are unskilled'],['Minorities'],[]
[': #whatilove is the amazing  creative  white race . #whiteppl #whitepeople #whitepride'],['White people create more than other races.'],['white people'],[]
['more white supremacy as whole since jews who have power are white european jews'],['Jews control everything'],['Jews'],[]
['more white supremacy as whole since jews who have power are white european jews'],['Jews are in power.'],['Jews'],[]
['it was in churchill school that we sat anxiously one morning  white boys w / our white teacher awaiting election'],['Minorities are substandard'],['Minorities'],[]
['o transgender regs threaten freedom of physicianssex means gender identity .'],['transgender people are confused'],['transgender people'],[]
['the amazing white race'],['Minorities are subpar'],['Minorities'],[]
['the amazing white race'],['White people are superior.'],['white people'],[]
"[""pretty much . why would jews ( who look like white men ) bash themselves ? oh ... they wouldn't .""]",['Jews look like white people.'],['Jews'],[]
"[""pretty much . why would jews ( who look like white men ) bash themselves ? oh ... they wouldn't .""]",['Whites are self-hating.'],['Whites'],[]
['white men  think you are a child .'],['Whites are condescending'],['Whites'],[]
['learn from england a once white country  60 years ago 100 % white now white english are the minority 60 yrs ! !'],['White people are becoming the minority.'],['white people'],[]
['learn from england a once white country  60 years ago 100 % white now white english are the minority 60 yrs ! !'],['Minorities push out whites'],['Minorities'],[]
"[""hey  you enjoy your white conquest . i'll be enjoying the peace and quiet . simptico .""]",['Whites are controlling'],['Whites'],[]
"[""hey  you enjoy your white conquest . i'll be enjoying the peace and quiet . simptico .""]",['White people are taking over.'],['white people'],[]
['via : pressure on obama grows to declare war against christians a genocide #tcot'],['Blacks want christians wiped out'],['Blacks'],[]
['face it the white race is dying'],['Everyone hates white people'],['white folks'],[]
['face it the white race is dying'],['Minorities are taking over from the white race.'],['Minorities'],[]
"["": this guy earns his daily bread by spreading #hate now they are pinning half white crime's on 100 % aryan / white peopl ...""]",['Non-whites hate white people.'],['non-whites'],[]
"["": this guy earns his daily bread by spreading #hate now they are pinning half white crime's on 100 % aryan / white peopl ...""]",['Minorities blame whites for crime.'],['Minorities'],[]
"[""xenophobia is not immoral . it's used an an insult and a way to try to shame people about their natural patterns of thought .""]",['Foreigners are substandard'],['Foreigners'],[]
"[""xenophobia is not immoral . it's used an an insult and a way to try to shame people about their natural patterns of thought .""]",['anti-immigration'],['immigrants'],[]
['the realist report : don advo the war on white people via'],['White people are in danger.'],['white people'],[]
['the realist report : don advo the war on white people via'],['Minorities are at war with whites'],['Minorities'],[]
"['"" rt turns out there are no  """" safe spaces """" """" in #merkel germany . all filled with invaders . """"""']",['Immigrants are dangerous'],['Immigrants'],[]
"['"" rt turns out there are no  """" safe spaces """" """" in #merkel germany . all filled with invaders . """"""']",['immigrants invaded Germany'],['immigrants'],[]
['bcuz white ppl exist which makes black kids murder each other over sneakers and street cred ... curse u white supremacy .'],['Blacks are dangerous'],['Blacks'],[]
['bcuz white ppl exist which makes black kids murder each other over sneakers and street cred ... curse u white supremacy .'],['Black people kill each other.'],['black people'],[]
['nonsense ! they think trudeau is a white supremacist too .'],['Whites promote racism'],['Whites'],[]
"['"" rt more anti-white hate propaganda re : wwii - it\'s not just the germans  all whites guilty for fake  """" holocaust """" """" """"""']",['Anti-whites hate other groups.'],['Anti whites'],[]
"['"" rt more anti-white hate propaganda re : wwii - it\'s not just the germans  all whites guilty for fake  """" holocaust """" """" """"""']",['Jews exaggerate their oppression'],['Jews'],[]
"['"" this has always been the jews \' downfall throughout history . they not only go too far  but they say \' yeah  we\'re doing it  """" """"""']",['Jews think they are doing good.'],['Jews'],[]
"['"" this has always been the jews \' downfall throughout history . they not only go too far  but they say \' yeah  we\'re doing it  """" """"""']",['Jews are incompetent.'],['Jews'],[]
['the statistics didnt say that . but the people perceives more violence due above all to the african migrants'],['Black people are violent'],['Black people'],[]
['the statistics didnt say that . but the people perceives more violence due above all to the african migrants'],['African migrants are violent.'],['African migrants'],[]
['via white privilege conference says resisting jihad terror is racist  bashes robert ... #catholic'],['Muslims are terrorists.'],['Muslims'],[]
['via white privilege conference says resisting jihad terror is racist  bashes robert ... #catholic'],['Muslims are terrorists'],['Muslims'],[]
"[""why is that a stupid conclusion ? also  i agree that black and white people shouldn't date .""]","[""Black people shouldn't date white people.""]",['black people'],[]
"[""why is that a stupid conclusion ? also  i agree that black and white people shouldn't date .""]",['Interracials are substandard.'],['Interracials'],[]
"[""after fifty years of integrated schools  blacks can't compete at the white or asian level in a single school district !""]","[""Blacks aren't as smart as whites or Asians.""]",['blacks'],[]
"[""after fifty years of integrated schools  blacks can't compete at the white or asian level in a single school district !""]",['Blacks are stupid'],['Blacks'],[]
['great news . deport all illegals . send usbp to cities to assist ice . all the prs coming after maria can take their jobs . very positive .'],['Illegal immigrants should be deported.'],['Illegal immigrants'],[]
['great news . deport all illegals . send usbp to cities to assist ice . all the prs coming after maria can take their jobs . very positive .'],['Illegals steal jobs'],['Illegals'],[]
"['"" human history is a tale of  """" who ? whom ? """" """" i am for my side . ( and the only reason you think slavery is wrong is bc some white men decided it was . no one had moral objections to slavery prior to the 19th century  excepting some quakers . and no jefferson didn\'t screw sally hemmings ) """"""']",['whites are racists'],['whites'],[]
"['"" human history is a tale of  """" who ? whom ? """" """" i am for my side . ( and the only reason you think slavery is wrong is bc some white men decided it was . no one had moral objections to slavery prior to the 19th century  excepting some quakers . and no jefferson didn\'t screw sally hemmings ) """"""']","[""Minorities can't think for themselves.""]",['Minorities'],[]
"[""ha right ! either that or they'd boycott his speech . hopefully one day we will all understand that #withjewswelose""]",['Jewish people are bad for everyone else'],['Jewish people'],[]
"[""ha right ! either that or they'd boycott his speech . hopefully one day we will all understand that #withjewswelose""]",['Jews hate everyone.'],['Jews'],[]
"[""> white people don't exist > white people stole all our sheeitchoose only one .""]",['White people are thieves.'],['white people'],[]
"[""> white people don't exist > white people stole all our sheeitchoose only one .""]",['non-white people are complainers'],['non-white people'],[]
['right on america needs to wake up  enough black on white hate crimes and our media does nothing for whites'],['Blacks target whites for crimes.'],['Blacks'],[]
['right on america needs to wake up  enough black on white hate crimes and our media does nothing for whites'],['Black people hurt white people.'],['black people'],[]
"[""it's a shame and a disgrace that mexico doesn't want to take care of its own citizens !""]","[""Mexicans are only in America because Mexico doesn't take care of them""]",['Mexicans'],[]
"[""it's a shame and a disgrace that mexico doesn't want to take care of its own citizens !""]",['Mexicans are irresponsible.'],['Mexicans'],[]
"['"" rt lol ! ! now maybe he can quit  """" speaking """" """" for all folks with hispanic surnames ? trump 16 ! """"""']",['Hispanics are substandard people'],['Hispanics'],[]
['why it is unnecessary to force jack phillips to bake a wedding cake . hint : happy availability . #justiceforjack'],['gay discrimination'],['gay'],[]
['why it is unnecessary to force jack phillips to bake a wedding cake . hint : happy availability . #justiceforjack'],['Gays are second class citizens.'],['Gays'],[]
['now it has that commercial where the travel show guy recommends race-mixing to eliminate white people .'],['non-white people dilute the gene pool'],['non-white people'],[]
['now it has that commercial where the travel show guy recommends race-mixing to eliminate white people .'],['Mixed racials want to destroy white culture.'],['Mixed racials'],[]
['justice for huwhite people !'],['White people never get justice'],['White people'],[]
['justice for huwhite people !'],['non-white people are oppressive'],['non-white people'],[]
['they hate america because we are the antithesis of islam ..'],['Muslims are hateful'],['Muslims'],[]
['they hate america because we are the antithesis of islam ..'],['Muslims want to destroy America.'],['Muslims'],[]
['the revenge of rural white america via'],['non-white people are oppressors'],['non-white people'],[]
['people who think #whitelivesmatter is racist are clearly racist against white people .'],['White Lives Matter protesters are racists.'],['white lives matter protesters'],[]
['white guilt is a helluva drug'],['whites are forced to feel guilty'],['whites'],[]
['white guilt is a helluva drug'],['Minorities push white guilt.'],['Minorities'],[]
['no  white women are on average closer to white men in intelligence than black men or women .'],['White people are smarter than black people.'],['White people'],[]
['no  white women are on average closer to white men in intelligence than black men or women .'],['Black people are not smart'],['Black people'],[]
['more jew ...'],['Jews are substandard'],['Jews'],[]
['kill your just set white people back a 100 yrs and made race baiters look great !'],['Minorities taunt and manipulate whites'],['Minorities'],[]
['kill your just set white people back a 100 yrs and made race baiters look great !'],['White people should die.'],['white people'],[]
['#aryan men & women will either rise up to fight for their heritage  children  & future  or the white race will cease to exist . your choice .'],['Minorities want to destroy white culture.'],['Minorities'],[]
['#aryan men & women will either rise up to fight for their heritage  children  & future  or the white race will cease to exist . your choice .'],['Aryans should stick together.'],['Aryans'],[]
['german #holocaust #revisionist patriot horst mahler arrested in hungary via'],['Jews are liars'],['Jews'],[]
"[""the sign says : we're better will less white people than with more white people .""]",['White people are bad.'],['white people'],[]
"[""the sign says : we're better will less white people than with more white people .""]",['Minorities exclude whites'],['Minorities'],[]
"[""jew hatred is inherent in islamic doctrine . muslims don't hate jews because of israel  they hate isra""]",['Muslims are hateful'],['Muslims'],[]
"[""jew hatred is inherent in islamic doctrine . muslims don't hate jews because of israel  they hate isra""]",['Muslims hate Jews.'],['Muslims'],[]
"['""  """" : all white everything is my thing """" """" """"""']",['Minorities are second class citizens'],['Minorities'],[]
['diversity is about chasing down white people .'],['Progressives are dishonest.'],['Progressives'],[]
['diversity is about chasing down white people .'],['People for diversity hate white people.'],['people for diversity'],[]
['another anti-white hate crime by a muslim .'],['Muslims are criminals.'],['Muslims'],[]
['another anti-white hate crime by a muslim .'],['Muslims commit violence against whites'],['Muslims'],[]
['expulsion of white farmers has destroyed zimbabwe  afrocentric marxism has been a catastrophe for the black race :'],"[""Blacks can't self govern themselves""]",['Blacks'],[]
['expulsion of white farmers has destroyed zimbabwe  afrocentric marxism has been a catastrophe for the black race :'],['White farmers help countries.'],['white farmers'],[]
"['"" rt : the white #aryan race has been-throughout history-the most creative & culturally constructive race of people .  """" : \' \' \' ) """"""']",['Minorities are deficient and substandard.'],['Minorities'],[]
"['"" rt : the white #aryan race has been-throughout history-the most creative & culturally constructive race of people .  """" : \' \' \' ) """"""']",['White people are more creative than other people.'],['white people'],[]
['the french are not white ? :d have you ever seen a french ? !'],['French people are not white'],['French people'],[]
['these poor black folks where overwhelmed by racist white and must not b charged'],['White people are racists and violent'],['White people'],[]
['these poor black folks where overwhelmed by racist white and must not b charged'],['White people are racist.'],['white people'],[]
['cuckservatives are just as bad as antifa terrorists .'],['conservative men are not masculine'],['conservative men'],[]
['cuckservatives are just as bad as antifa terrorists .'],['Antifa are terrorists.'],['antifa'],[]
['now leading breitbart : #cuckservative is a gloriously effective insult making the moderate right lose its mind :'],['moderate conservatives are snowflakes.'],['moderate conservatives'],[]
['now leading breitbart : #cuckservative is a gloriously effective insult making the moderate right lose its mind :'],['Conservatives are cucks'],['Conservatives'],[]
['europe is being flooded with africas and muslims atm by globalists supported by european antifa . you are what you hate so much'],['Immigrants are taking over'],['Immigrants'],[]
['europe is being flooded with africas and muslims atm by globalists supported by european antifa . you are what you hate so much'],"[""Africans and Muslims don't belong in Europe.""]",['Africans and Muslims'],[]
['koran = kill everything that is not muslim bible = kill no one'],['Muslims are violent'],['Muslims'],[]
['koran = kill everything that is not muslim bible = kill no one'],['Muslims are killers'],['Muslims'],[]
['gatlinburg wildfire : jews and blacks celebrate poor white people dying  arson suspected daily stormer'],"[""Jews and blacks don't like white people.""]",['Jews and blacks'],[]
['gatlinburg wildfire : jews and blacks celebrate poor white people dying  arson suspected daily stormer'],['White people are hated by Jews and Black people'],['White people'],[]
['michelle obama and melanie trump differ in one key area : melania actually loves america and believes in it .'],"[""White people love America while Black people don't.""]",['White people and Black people'],[]
['why is there a muslim in the white house ? ?'],"[""Muslims don't belong in the White House.""]",['Muslims'],[]
['why is there a muslim in the white house ? ?'],['Muslims want to take power'],['Muslims'],[]
[': rural america currently lays in ruins.congress teams up to condemn them as white supremacists . #cuckservativelogic @'],['White people are being labeled as white supremacists in rural areas of the country'],['White people'],[]
"['"" of course #trump is not  """" your guy """" """" . only fools could imagine a * white friendly * candidate emerging from jew cesspit  nycity """"""']",['Jews are enemies of white people'],['Jews'],[]
"['"" of course #trump is not  """" your guy """" """" . only fools could imagine a * white friendly * candidate emerging from jew cesspit  nycity """"""']",['Jews are subpar people'],['Jews'],[]
"[""yes white people are native americans . indians are pre colombians . white people built america . don't like it ? get out .""]",['White people made America.'],['white people'],[]
"[""yes white people are native americans . indians are pre colombians . white people built america . don't like it ? get out .""]",['Indians are inferior to whites.'],['Indians'],[]
"[""i'm white stupid . tell you what  we will give you an extra welfare check and you move to a white country .""]",['Minorities freeload off of whites.'],['Minorities'],[]
"[""i'm white stupid . tell you what  we will give you an extra welfare check and you move to a white country .""]",['non-white people are lazy'],['non-white people'],[]
"[""jewish groups push 4 non-white immigration into europe and us they've been pushing this anti-white agenda 4 decades""]","[""Jews don't like white people.""]",['Jews'],[]
"[""jewish groups push 4 non-white immigration into europe and us they've been pushing this anti-white agenda 4 decades""]",['Jews are against whites'],['Jews'],[]
['the last bastion of the white race : 90 % of young finnish people oppose more non-white immigration via'],"[""White people don't like immigrants.""]",['White people'],[]
['the last bastion of the white race : 90 % of young finnish people oppose more non-white immigration via'],['Immigrants are substandard.'],['Immigrants'],[]
"['"" thats a pretty big book for an antifa handbook . their movement can be summed up as  """" throw feces and urine at anyone to the right of marx . """" """" """"""']",['Antifa are disgusting.'],['Antifa'],[]
"['"" thats a pretty big book for an antifa handbook . their movement can be summed up as  """" throw feces and urine at anyone to the right of marx . """" """" """"""']",['Progressives are intolerant of others.'],['Progressives'],[]
['system has to change . how many times are these criminals going to be let out only to commit more heinous crimes . jail till deportation .'],['Illegals are dangerous criminals'],['Illegals'],[]
['jihad mass murder of indigenous people of america by white race ? .. jihad = manifest destiny ..'],['Islamic people are killers.'],['Islamic people'],[]
['jihad mass murder of indigenous people of america by white race ? .. jihad = manifest destiny ..'],['Muslims are murderers'],['Muslims'],[]
"['"" latest track   """" ethnostate 2088 """" """" """"""']",['Minorities are inferior to the white race'],['Minorities'],[]
['you hate like a jew . you are fixated on hating white christians like a jew .'],['Jewish people have hate toward other groups'],['Jews'],[]
['you hate like a jew . you are fixated on hating white christians like a jew .'],['Jews are full of hate.'],['Jews'],[]
['jumping people is not normal for white people .'],"[""White people aren't violent.""]",['white people'],[]
['jumping people is not normal for white people .'],['non-white people are violent'],['non-white people'],[]
['white pride website'],['Minorities are second class citizens'],['Minorities'],[]
['give me your tired  your poor  your huddled masses yearning for white women and ebt'],['Immigrants leech off others'],['Immigrants'],[]
['youre an idiot  plain and simple . white people are a global minority and if demographic change trends continue  we will become extreme minorities or disappear completely .'],['White people are declining'],['White people'],[]
['youre an idiot  plain and simple . white people are a global minority and if demographic change trends continue  we will become extreme minorities or disappear completely .'],['White people are a minority.'],['white people'],[]
['this sounds like a kid caught in a lie . also do left-wing activists use the word cuck alot ?'],['Liberals are dishonest.'],['Liberals'],[]
"[""so is the white hating  jew hating cult  the nation of islam . what's your point ?""]",['Jews are racist.'],['Jews'],[]
"[""so is the white hating  jew hating cult  the nation of islam . what's your point ?""]",['Jews are worse than Islamic people.'],['Jews'],[]
[': 9 year old white boy commits suicide after being tormented for months by racist arabs'],['Arabians are racist.'],['Arabians'],[]
[': 9 year old white boy commits suicide after being tormented for months by racist arabs'],['Arabs victimize whites'],['Arabs'],[]
"[""in your opinion they're racists . you just say that because they're white . anti-racist = a code word 4 anti-white .""]",['Minorities are against whites'],['Minorities'],[]
"[""two million arab refugees are ready to invade europe . why can't the eu just close the turkish border ?""]",['Arabs are ready to invade Europe'],['Arabs'],[]
"[""two million arab refugees are ready to invade europe . why can't the eu just close the turkish border ?""]",['Arabians are invaders.'],['Arabians'],[]
[': anti-racist activist raped by non-white illegal immigrant after attending anti-racism festival'],['Illegals are violent criminals'],['Illegals'],[]
[': anti-racist activist raped by non-white illegal immigrant after attending anti-racism festival'],['Non-white immigrants are rapists.'],['non-whites immigrants'],[]
['nobody will take white identity seriously if you yell muh jew for every issue . we need to talk about how great our culture is .'],['White people are always complaining about Jews.'],['white people'],[]
['nobody will take white identity seriously if you yell muh jew for every issue . we need to talk about how great our culture is .'],['Jews are inferior to whites'],['Jews'],[]
['68 shot and 8 killed in chicago over the thanksgiving weekend but the race baiters keep blaming white supremacy . can you say copout ?'],['Progressives are manipulative and sneaky.'],['Progressives'],[]
['68 shot and 8 killed in chicago over the thanksgiving weekend but the race baiters keep blaming white supremacy . can you say copout ?'],['Non-whites blame white people for everything.'],['non-whites'],[]
['racist black thugs shoot white baby in the face for the fun of it via #flegs'],['Black people are violent and racist.'],['black people'],[]
['racist black thugs shoot white baby in the face for the fun of it via #flegs'],['Black folks are racist and violent'],['Black folks'],[]
"[""hey wants to join  as he / she is the perfect racist seems 2hate white people  be gms'new friend""]",['White people are bad.'],['white people'],[]
"[""hey wants to join  as he / she is the perfect racist seems 2hate white people  be gms'new friend""]",['whites are discriminated against'],['white folks'],[]
"[""why shouldn't we be out in force and messaging on the scene immediately after each and every attack on our people by non whites ?""]",['Minorities are violent and brutish.'],['Minorities'],[]
"['"" . apparently you can conquer any white nation just by screaming  """" racist . """" """" whites will even offer you their children """"""']",['non-white people are threatening'],['non-white people'],[]
"['"" . apparently you can conquer any white nation just by screaming  """" racist . """" """" whites will even offer you their children """"""']",['Minorities are manipulative and cunning.'],['Minorities'],[]
['no good tydings rt : communism is a tomb . that is why liberals want to put whites there .'],"[""Liberals don't like communists.""]",['Liberals'],[]
['no good tydings rt : communism is a tomb . that is why liberals want to put whites there .'],['Liberals are anti-white'],['Liberals'],[]
['sure  i want to destroy the enemy  but larping with gay swastika shir'],['Minorities are less than whites'],['Minorities'],[]
['the white genocide manifesto via'],['Minorities want to wipe out the white race.'],['Minorities'],[]
['the white genocide manifesto via'],['White people are dying.'],['white people'],[]
['elin krantz : just another dead white liberal female raped to death by non-white via'],['non-white people are rapists'],['non-white people'],[]
['elin krantz : just another dead white liberal female raped to death by non-white via'],['Non-whites are rapists.'],['non-whites'],[]
['i do feel bad 4 them & i rlly dont know wht the solution is b / c if they come ovr illegally--they cont in illegal activity'],['Immigrants are lawbreakers'],['Immigrants'],[]
['i do feel bad 4 them & i rlly dont know wht the solution is b / c if they come ovr illegally--they cont in illegal activity'],['Immigrants are involved in illegal activity.'],['immigrants'],[]
['migrants change uk forever : white britons will be in minority by 2066 |: via'],['Immigrants want to displace natives'],['Immigrants'],[]
['migrants change uk forever : white britons will be in minority by 2066 |: via'],['White people are being outnumbered by minorities in Britain.'],['white people'],[]
['trump has a savvy with the media that belies his intelligence . that is an inherent skill  not measured by his sub - 90 iq . ergo  genius'],['Trump supporters are stupid.'],['Trump supporters'],[]
['trump has a savvy with the media that belies his intelligence . that is an inherent skill  not measured by his sub - 90 iq . ergo  genius'],['Trump supporters have low intelligence'],['Trump supporters'],[]
['the real racism in america is against white people and the neocon support of open borders is the ethnic destruction of america !'],['Non-whites hate white people.'],['non-whites'],[]
['the real racism in america is against white people and the neocon support of open borders is the ethnic destruction of america !'],['Immigrants are destructive'],['Immigrants'],[]
"['"" rt : 110 % correct .  """" the democrat slave party sucks ! """" """" #maga """"""']","[""Democrats can't think for themselves""]",['Democrats'],[]
"['"" rt : 110 % correct .  """" the democrat slave party sucks ! """" """" #maga """"""']",['Democrats enslave other people.'],['Democrats'],[]
"[""in germany  if you notice that muslim invaders are raping your women  you're a racist and your fb post is deleted""]",['Muslims are rapists.'],['Muslims'],[]
"[""in germany  if you notice that muslim invaders are raping your women  you're a racist and your fb post is deleted""]",['Muslims rape and kill.'],['Muslims'],[]
"['""  """" : : hitler parents \' tombstone removed by the zog of austria """" """" ; """"""']",['Minorities are subpar human beings'],['Minorities'],[]
['he is not white he is a jew'],['Jews are not white.'],['Jews'],[]
['he is not white he is a jew'],['Jews are inferior to whites'],['Jews'],[]
['then you should understand why white people in america are resisting being colonized by the'],['non-white people want to replace white people'],['non-white people'],[]
['then you should understand why white people in america are resisting being colonized by the'],['White people are better than other races.'],['white people'],[]
['islam is racist'],['Muslims are racist'],['Muslims'],[]
['islam is racist'],['Muslims are racists'],['Muslims'],[]
['u know the uk is in europe and europeans are white right ?'],['non-white people cannot be European'],['non-white people'],[]
['black man pleads guilty to murdering white samaritan  shot him to death .. #tcot #blackviolence'],['Blacks are violent criminals'],['Blacks'],[]
['black man pleads guilty to murdering white samaritan  shot him to death .. #tcot #blackviolence'],['Black people are violent.'],['black people'],[]
"[""you aren't white ... go away""]",['Minorities are inferior.'],['Minorities'],[]
['obama never disavowed his racist ex pastor jeremiah wright and gave the eulogy for career klansman robert white sheets byrd .'],['black people are racist.'],['black people'],[]
['obama never disavowed his racist ex pastor jeremiah wright and gave the eulogy for career klansman robert white sheets byrd .'],['Blacks are racist'],['Blacks'],[]
"[""first it was the knockout game  which hasn't stopped . now they're destroying our heritage . soon it wil""]",['Black people are violent'],['Black people'],[]
"[""snacks for thought : why don't middle class black people vacation in trailer parks ?""]","[""Black people don't stay in trailer parks.""]",['black people'],[]
"[""snacks for thought : why don't middle class black people vacation in trailer parks ?""]",['Blacks are poor'],['Blacks'],[]
['i just love your silly nonsense defense of islam . isis is bad . sorry !'],['Muslims are terrorists'],['Muslims'],[]
['i just love your silly nonsense defense of islam . isis is bad . sorry !'],['Islamic people are bad.'],['Islamic people'],[]
['disgusting hypocrisy . this vile  anti-lgbtq organization secretly raised  knew of homosexual assault  covered up and did nothing .'],['violence against homosexuals'],['LGBTQ'],[]
['disgusting hypocrisy . this vile  anti-lgbtq organization secretly raised  knew of homosexual assault  covered up and did nothing .'],['Gays are violent sexual predators.'],['Gays'],[]
['they are dying . god bless white america'],['Minorities are less than human.'],['Minorities'],[]
['they are dying . god bless white america'],['White people are good for America.'],['white people'],[]
"[""- mandela's rainbow nation : white woman raped then stoned by racist blacks in south africa ( video )""]",['Blacks are violent criminals.'],['Blacks'],[]
"[""- mandela's rainbow nation : white woman raped then stoned by racist blacks in south africa ( video )""]",['Black people are violent.'],['black people'],[]
['her whole twitter history is crying about white people to white people on white peoples invented technology in our white founded country .'],['White people founded the country.'],['white people'],[]
['her whole twitter history is crying about white people to white people on white peoples invented technology in our white founded country .'],['Minorities are stupid'],['Minorities'],[]
"['"" their prime market is jews - lol you think  """" anti-semites """" """" are generating them revenue ? clicks maybe  but not revenue ( donations  etc . ) """"""']",['Jewish people control the money.'],['Jewish people'],[]
"['"" their prime market is jews - lol you think  """" anti-semites """" """" are generating them revenue ? clicks maybe  but not revenue ( donations  etc . ) """"""']",['Jews are rich'],['Jews'],[]
"[""well white people have killed a lot of people so maybe it's a good thing . or maybe we should just kill vile nazis like you .""]",['white people are violent'],['white people'],[]
"[""well white people have killed a lot of people so maybe it's a good thing . or maybe we should just kill vile nazis like you .""]",['White people are killers.'],['white people'],[]
['my white guardians would never again with white people like you because their relationship with christ .'],['Non-christian whites are untrustworthy.'],['Non-christian whites'],[]
['if jews and arabs want war w each other  please go ahead . but not in white countries & w / o us .'],"[""Arabians don't like Jews.""]",['Arabians'],[]
['if jews and arabs want war w each other  please go ahead . but not in white countries & w / o us .'],['Jews and Arabs are violent'],['Jews and Arabs'],[]
"[""... up to you . but if you really think that you or your children will live to see an ' all white ' america  you will be sadly disappointed .""]",['White people are in danger.'],['white people'],[]
[': . hopes the white race will disappear - not racist ! those who complain when a muslim g'],['Muslims want to see the end of the white race.'],['Muslims'],[]
[': . hopes the white race will disappear - not racist ! those who complain when a muslim g'],['White people are in danger.'],['white people'],[]
"[""you didn't see any communist flags because you weren't there and you're just a liar . antifa = anarcho-communists  they don't like democracy .""]",['Antifas are communists'],['Antifas'],[]
"[""2 . they can't commit welfare fraud  by hiding income . 3 . they pay their fair share of taxes . illegal immigration must end  bad 4 all .""]",['Illegals are con artists'],['Illegals'],[]
"[""2 . they can't commit welfare fraud  by hiding income . 3 . they pay their fair share of taxes . illegal immigration must end  bad 4 all .""]",['Immigrants pay taxes.'],['immigrants'],[]
"[""it's should also be noted that the vast majority of those who kill whites are white asian on asian latino on latino american on american #proximity""]",['whites kill whites'],['whites'],[]
"['"" what is a  """" racist """" """" ? what is a """" """" hate group """" """" ? these are euphemisms created to prevent white self-determination & promote invasion """"""']",['Immigrants foster hatred of whites'],['Immigrants'],[]
"['"" what is a  """" racist """" """" ? what is a """" """" hate group """" """" ? these are euphemisms created to prevent white self-determination & promote invasion """"""']",['non-white people are invaders'],['non-white people'],[]
"['"" the evil reading koran (  """" 26 different korans """" """" ) is so dangerous that muslims might find out jesus is god and not jihad for momo """"""']",['Muslims are dangerous.'],['Muslims'],[]
"['"" the evil reading koran (  """" 26 different korans """" """" ) is so dangerous that muslims might find out jesus is god and not jihad for momo """"""']",['Muslims are evil'],['Muslims'],[]
['if only the fuhrer would have given rommel one more division in north africa ...'],['Minorities are inferior races'],['Minorities'],[]
['if only the fuhrer would have given rommel one more division in north africa ...'],['non-white people are inferior'],['non-white people'],[]
['we know that libtards hate black people  what if this fallen officer had been white  would he still skip ?'],"[""Liberals don't like white people.""]",['Liberals'],[]
['we know that libtards hate black people  what if this fallen officer had been white  would he still skip ?'],['Liberals are bigots.'],['Liberals'],[]
['in meantime whites / alt-right must focus on helping themselves and establishing their own web tech to ev'],['White people need to stick together.'],['white people'],[]
['in meantime whites / alt-right must focus on helping themselves and establishing their own web tech to ev'],"[""Minorities don't help the white race.""]",['Minorities'],[]
['conservatism lies and lies some more to suppress european heritage .'],['Conservatives are dishonest.'],['Conservatives'],[]
['conservatism lies and lies some more to suppress european heritage .'],['Conservatives are liars.'],['conservatives'],[]
['darren wilson did his job and is now unemployable ; michael brown tried to kill him and is a martyr to blacks and white liberals #america2015'],['Liberals are sanctimonious and hypocritical.'],['Liberals'],[]
['are selfie sticks the last stand of implicit white identity ?'],"['""People of color are taking things that """"belong"""" to whites""']",['People of color'],[]
['are selfie sticks the last stand of implicit white identity ?'],['White people like to use selfie sticks.'],['white people'],[]
['i dont know what white sharia is . anyway  its not a male / female thing is patently false . i know the decay of the west isnt solely because of womens suffrage  but it has played a part . just look at the gender'],['women are irresponsible'],['women'],[]
['unfortunately explicit white segregation is literally illegal under us law . black and brown people can segregate explicitly  but we cant .'],['White people should be able to segregate.'],['white people'],[]
['unfortunately explicit white segregation is literally illegal under us law . black and brown people can segregate explicitly  but we cant .'],['Minorities should be segregated'],['Minorities'],[]
['proving that the opposition to white nationalists are degenerates !'],['Progressives are sick and twisted.'],['Progressives'],[]
['proving that the opposition to white nationalists are degenerates !'],['White nationalists are trash.'],['white nationalists'],[]
['europe should be white  your colonies are unnatural & unsustainable .'],['White people are reliable.'],['white people'],[]
['europe should be white  your colonies are unnatural & unsustainable .'],['Minorities are incapable of governance'],['Minorities'],[]
[': worse  metro atlanta from clayton to rockdale and increasingly cobb and dekalb are black hellholes .'],['Blacks destroy their communities'],['Blacks'],[]
"[""flynn's resignation set a dangerous precedent for the administration . #sessions is essential to justice 4 white america . he must not #resign""]",['White people are in danger.'],['white people'],[]
"[""flynn's resignation set a dangerous precedent for the administration . #sessions is essential to justice 4 white america . he must not #resign""]",['non-white people are a threat'],['non-white people'],[]
['and you expect to garner sympathetic coverage from the jewish media if you bend over and ask'],['Jews control the media'],['Jews'],[]
[': > implying black people in the modern day are slaves . > implying white people'],['Minorities are dishonest and manipulative'],['Minorities'],[]
"[""he wasn't a black thug killed by a white cop so no news here !""]",['Blacks are dishonest'],['Blacks'],[]
"[""he wasn't a black thug killed by a white cop so no news here !""]",['White cops are killers.'],['white cops'],[]
