id,text,text_implied,target,stereotype,lingua,dataset_name
1873,you want black nationalism . there's no diff between the two except that if a white person says they want to focus on white it's racist . but a black person says that it's all good . so riddle me that ? id say both are retarded .,['Black nationalism is same as White nationalism'],['Black people'],[],en,implicit_hate_v1_stg3_posts
1874,you want black nationalism . there's no diff between the two except that if a white person says they want to focus on white it's racist . but a black person says that it's all good . so riddle me that ? id say both are retarded .,['Blacks are hypocritical.'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
1875,#altright are the only true right . the gop are marxist diversity enablers . white america deserves better than this !,['White people deserve good things.'],['white people'],[],en,implicit_hate_v1_stg3_posts
1876,#altright are the only true right . the gop are marxist diversity enablers . white america deserves better than this !,['Minorities are inferior'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
1877,media blanch when mentions rising crime  but are all too happy to report #blacklivesmatter myths .,['Black people commit crimes'],['Black people'],[],en,implicit_hate_v1_stg3_posts
1878,media blanch when mentions rising crime  but are all too happy to report #blacklivesmatter myths .,['Blacks perpetuate lies and dishonesty.'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
1879,afghanistan : jihad / martyrdom suicide bomber murders eight at funeral : no compassion  no quarter  no mercy  no re ...,['Muslims are violent.'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
1880,afghanistan : jihad / martyrdom suicide bomber murders eight at funeral : no compassion  no quarter  no mercy  no re ...,['Muslims are barbaric.'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
1881,""" you are the one committing the double standard   """" i love jews their genocide sucks  but oh well whites """" """" """"""",['Jewish people want white people to be eliminated'],['Jewish people'],[],en,implicit_hate_v1_stg3_posts
1882,""" you are the one committing the double standard   """" i love jews their genocide sucks  but oh well whites """" """" """"""",['Jews are undesirable'],['Jews'],[],en,implicit_hate_v1_stg3_posts
1883,look where your white terrorist brother doing ?,['white people are terrorists'],['white people'],[],en,implicit_hate_v1_stg3_posts
1884,look where your white terrorist brother doing ?,['White people are terrorists.'],['white people'],[],en,implicit_hate_v1_stg3_posts
1885,what about white americans ? oh wait  that's * white supremacy * to talk about white interests ?,['Minorities have double standards for whites.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
1886,what about white americans ? oh wait  that's * white supremacy * to talk about white interests ?,['White people think they are better than other people.'],['white people'],[],en,implicit_hate_v1_stg3_posts
1887,illegal is not a race . true . but they aren't pulling over cars looking for white law breakers .,['Illegals are criminals'],['Illegals'],[],en,implicit_hate_v1_stg3_posts
1888,illegal is not a race . true . but they aren't pulling over cars looking for white law breakers .,['White people get away breaking laws.'],['white people'],[],en,implicit_hate_v1_stg3_posts
1889,too many blacks in the south to leave . gotta cut it in half . you still can keep half . you're gonna lose them anyway . might as well make deal,['Blacks are inferior.'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
1890,too many blacks in the south to leave . gotta cut it in half . you still can keep half . you're gonna lose them anyway . might as well make deal,['Blacks should leave the south.'],['blacks'],[],en,implicit_hate_v1_stg3_posts
1891,liverpool jews very unhappy about upcoming white man march va,['Jews are anti-white'],['Jews'],[],en,implicit_hate_v1_stg3_posts
1892,liverpool jews very unhappy about upcoming white man march va,"[""Jews don't like white people.""]",['Jews'],[],en,implicit_hate_v1_stg3_posts
1893,elder  how in world are all of these racist / liberal democrats & racist immigrants  w,['Liberals are bigots.'],['Liberals'],[],en,implicit_hate_v1_stg3_posts
1894,elder  how in world are all of these racist / liberal democrats & racist immigrants  w,['Immigrants are racist.'],['immigrants'],[],en,implicit_hate_v1_stg3_posts
1895,gavin married non-white too . you can't get more anti-white  than not choosing a white partner .,['non-white people are enemies'],['non-white people'],[],en,implicit_hate_v1_stg3_posts
1896,20 invader centers burned in germany #whitegenocide #merkelmussweg #refugeeswelcome #trump,['Immigrants are invasive.'],['Immigrants'],[],en,implicit_hate_v1_stg3_posts
1897,20 invader centers burned in germany #whitegenocide #merkelmussweg #refugeeswelcome #trump,['genocide against whites'],['whites'],[],en,implicit_hate_v1_stg3_posts
1898,shut it down : as the jewish media loses power  alternative media comes under attack via,['Jews control the media'],['Jews'],[],en,implicit_hate_v1_stg3_posts
1899,but it's because jooos . if it was any other ethnicity  you'd be a little less ticked . tell me i'm wrong .,['Jews are inferior'],['Jews'],[],en,implicit_hate_v1_stg3_posts
1900,""" john friend's blog :  """" homeland security """" """" : a jewish racket """"""",['Jewish people control the government'],['Jewish people'],[],en,implicit_hate_v1_stg3_posts
1901,""" john friend's blog :  """" homeland security """" """" : a jewish racket """"""",['Jews are devious'],['Jews'],[],en,implicit_hate_v1_stg3_posts
1902,if lauren is ' new ' southern  then grace before race yields the gift that white could keep on racing .,['Whites are racists.'],['Whites'],[],en,implicit_hate_v1_stg3_posts
1903,they have no rights as illegals,['Illegal immigrants are second class people.'],['Illegal immigrants'],[],en,implicit_hate_v1_stg3_posts
1904,they have no rights as illegals,"[""Illegals shouldn't have rights.""]",['illegals'],[],en,implicit_hate_v1_stg3_posts
1905,""" rt more anti-white hate propaganda re : wwii - it's not just the germans  all whites guilty for fake  """" holocaust """" """" """"""","[""Germans don't like white people.""]",['Germans'],[],en,implicit_hate_v1_stg3_posts
1906,""" rt more anti-white hate propaganda re : wwii - it's not just the germans  all whites guilty for fake  """" holocaust """" """" """"""",['Jews embellish their oppression'],['Jews'],[],en,implicit_hate_v1_stg3_posts
1907,good 1 . white people are toast with childish self prescrided spokesment like u at the helm .,['Minorities want to destroy whites.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
1908,good 1 . white people are toast with childish self prescrided spokesment like u at the helm .,['White people are childish.'],['white people'],[],en,implicit_hate_v1_stg3_posts
1909,as my wife is black  i can say black folk are some of most racist people i know  especially older black women ( they hate me ),['Black people are racist'],['Black people'],[],en,implicit_hate_v1_stg3_posts
1910,as my wife is black  i can say black folk are some of most racist people i know  especially older black women ( they hate me ),['Black people are racist.'],['black people'],[],en,implicit_hate_v1_stg3_posts
1911,it's a wonderful race : proud of your white aryan #heritage ! #whitepride #whitepeople #europe #european,['Minorities are the inferior races'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
1912,it's a wonderful race : proud of your white aryan #heritage ! #whitepride #whitepeople #europe #european,['White people are the best race.'],['white people'],[],en,implicit_hate_v1_stg3_posts
1913,white americans have remained shockingly european despite decades of race mixing propaganda via,['Minorities are impure'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
1914,: muslim gangs want 2 kill those who tell truth ? kill those who worship jesus christ ? kill those who draw,['Muslims are violent and kill Christians'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
1915,: muslim gangs want 2 kill those who tell truth ? kill those who worship jesus christ ? kill those who draw,['Muslims want to kill Christians.'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
1916,worse than a loaded gun ! ! since guns don't kill people . only planned parenthood and devout muslims kill people,['Muslims are killers.'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
1917,worse than a loaded gun ! ! since guns don't kill people . only planned parenthood and devout muslims kill people,['Muslims are violent'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
1918,amen ! i am so sick of seeing white men with asians while white women sit home .,['Asians are a substandard race.'],['Asians'],[],en,implicit_hate_v1_stg3_posts
1919,amen ! i am so sick of seeing white men with asians while white women sit home .,['White men love Asian women.'],['White men'],[],en,implicit_hate_v1_stg3_posts
1920,""" both . the angry disaffected white who is losing his love for  """" america """" """" and the normie who notices thing """"""",['White people are having their identity stolen'],['White people'],[],en,implicit_hate_v1_stg3_posts
1921,i'm sorry to say that when indians are attacked in america it is usually b / c white people thought they were muslim .,['White people think everyone is Muslims.'],['white people'],[],en,implicit_hate_v1_stg3_posts
1922,i'm sorry to say that when indians are attacked in america it is usually b / c white people thought they were muslim .,['Whites are ignorant racists.'],['Whites'],[],en,implicit_hate_v1_stg3_posts
1923,not just south africa look at white farmers in zimbabwe yet left ask us to pay for white priveledge,['Black people are oppressive'],['Black people'],[],en,implicit_hate_v1_stg3_posts
1924,not just south africa look at white farmers in zimbabwe yet left ask us to pay for white priveledge,['Leftists oppress whites'],['Leftists'],[],en,implicit_hate_v1_stg3_posts
1925,""" #istandfordiversity is a hashtag that's mostly just being used to say  """" i hate white people . """" """" join  serve your people . """"""","['""White people are targeted by """"diversity"""" groups""']",['White people'],[],en,implicit_hate_v1_stg3_posts
1926,""" rt the #kosher food #scam getting into prisons .  """" demands for kosher food hiking prison costs """" """" #judaism #greed """"""",['Jews are greedy'],['Jews'],[],en,implicit_hate_v1_stg3_posts
1927,wanna be white ? white supremacy supporter ? either way ...,['non-white people are inferior'],['non-white people'],[],en,implicit_hate_v1_stg3_posts
1928,wanna be white ? white supremacy supporter ? either way ...,['White people are racists'],['White people'],[],en,implicit_hate_v1_stg3_posts
1929,jewish harvard professor noel ignatiev wants to abolish the white race via #wr,['Jews are oppressors'],['Jews'],[],en,implicit_hate_v1_stg3_posts
1930,jewish harvard professor noel ignatiev wants to abolish the white race via #wr,['Jewish people hate white people.'],['Jewish people'],[],en,implicit_hate_v1_stg3_posts
1931,jews mock white people all the time so i know they have a sense of humor . they should love this . too funny :),"[""Jews don't like white people.""]",['Jews'],[],en,implicit_hate_v1_stg3_posts
1932,jews mock white people all the time so i know they have a sense of humor . they should love this . too funny :),['Jews hate white people'],['Jews'],[],en,implicit_hate_v1_stg3_posts
1933,60 % of america is white which also includes jews and terrorists,['White people can be terrorists.'],['white people'],[],en,implicit_hate_v1_stg3_posts
1934,60 % of america is white which also includes jews and terrorists,['Minorities are second class citizens.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
1935,why is it only white countries that are deemed to need multiculturalism ? why don't we deserve a homeland too ? white people are an endangered minority why is it ethical or moral to take their living spaces away ?,['Minorities take from whites'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
1936,why is it only white countries that are deemed to need multiculturalism ? why don't we deserve a homeland too ? white people are an endangered minority why is it ethical or moral to take their living spaces away ?,['Whites are becoming minority group'],['Whites'],[],en,implicit_hate_v1_stg3_posts
1937,these people actually believe this optic shtick has never been tried ? they think white power punk was the only thing ever done ?,['Whites refuse to face racism.'],['Whites'],[],en,implicit_hate_v1_stg3_posts
1938,i see white children living happily in white countries . white countries must return to being white .,['Minorities are substandard races of people.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
1939,i see white children living happily in white countries . white countries must return to being white .,['White people should stick with white people.'],['White people'],[],en,implicit_hate_v1_stg3_posts
1940,""" should we rename the white house the  """" white mosque ? """" """" #rt #stopislam #makedclisten #wakeupamerica """"""","[""Muslims don't belong in the White House.""]",['Muslims'],[],en,implicit_hate_v1_stg3_posts
1941,""" should we rename the white house the  """" white mosque ? """" """" #rt #stopislam #makedclisten #wakeupamerica """"""",['Muslims are increasing in USA'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
1942,dreams of eurocide : non-white immigration as a weapon of race-war,['Immigrants are enemies'],['Immigrants'],[],en,implicit_hate_v1_stg3_posts
1943,dreams of eurocide : non-white immigration as a weapon of race-war,['People of color are invading Europe through immigration'],['People of color'],[],en,implicit_hate_v1_stg3_posts
1944,""" but yes  there are whites who go along with the jewish agenda . they're commonly referred to as  """" shabbos goys . """" """" """"""","[""Jewish people don't like whites.""]",['Jewish people'],[],en,implicit_hate_v1_stg3_posts
1945,""" but yes  there are whites who go along with the jewish agenda . they're commonly referred to as  """" shabbos goys . """" """" """"""",['Jews are self-serving'],['Jews'],[],en,implicit_hate_v1_stg3_posts
1946,white genocide in america 1960-2060 #swrm #whitegenocide #us via,['Minorities are killing the white race'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
1947,white genocide in america 1960-2060 #swrm #whitegenocide #us via,['White people are dying.'],['White people'],[],en,implicit_hate_v1_stg3_posts
1948,didn't say you were . im not polish but i support polish nationalism . actually arab nationalism for that matter  palestine is being colonized,['Jews want to take over.'],['Jews'],[],en,implicit_hate_v1_stg3_posts
1949,didn't say you were . im not polish but i support polish nationalism . actually arab nationalism for that matter  palestine is being colonized,['Jews are colonizers'],['Jews'],[],en,implicit_hate_v1_stg3_posts
1950,maybe you should look at the jewish control of america before calling white,['Jews are power hungry.'],['Jews'],[],en,implicit_hate_v1_stg3_posts
1951,maybe you should look at the jewish control of america before calling white,['Jewish people are secretly controlling the US'],['Jews'],[],en,implicit_hate_v1_stg3_posts
1952,""" rt : texas cartoon jihadi  """" would never waver from the teachings he picked up in the mosque """" """" """"""",['Muslims teach world domination by Muslims.'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
1953,it appears if you're an officer of the law you should just let people  especially young black men  shoot at you . cuz #racism #shawshooting,['Young black men are violent.'],['young black men'],[],en,implicit_hate_v1_stg3_posts
1954,it appears if you're an officer of the law you should just let people  especially young black men  shoot at you . cuz #racism #shawshooting,['Blacks are given special treatment.'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
1955,i am a moderate white supremacist the only continents that need to be white are europe & n america  afri,['non-white people are inferior'],['non-white people'],[],en,implicit_hate_v1_stg3_posts
1956,i am a moderate white supremacist the only continents that need to be white are europe & n america  afri,['White people are superior.'],['white'],[],en,implicit_hate_v1_stg3_posts
1957,if it is so sad why you jews want it for pple of white race ?,['Jews are conspiring'],['Jews'],[],en,implicit_hate_v1_stg3_posts
1958,if it is so sad why you jews want it for pple of white race ?,['Jews are anti-white'],['Jews'],[],en,implicit_hate_v1_stg3_posts
1959,the new crime is cww criticizing while white because obama supporters easily dismiss whites who criticize their messiah as racist !,['Blacks demonize whites'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
1960,the new crime is cww criticizing while white because obama supporters easily dismiss whites who criticize their messiah as racist !,['anti-white sentiment'],['whites'],[],en,implicit_hate_v1_stg3_posts
1961,white supremacy a myth black privilege is real ! via,['Blacks are given special treatment'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
1962,white supremacy a myth black privilege is real ! via,['Black people are privileged.'],['black people'],[],en,implicit_hate_v1_stg3_posts
1963,anti-white race war slasher music clip teaches black children to hate and massacre whites va,['Non-whites are hateful towards whites.'],['Non-whites'],[],en,implicit_hate_v1_stg3_posts
1964,anti-white race war slasher music clip teaches black children to hate and massacre whites va,['Blacks want to kill whites.'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
1965,conservatism  inc . unleashed the third world immigration tsunami via,['immigration is destroying America'],['immigrants'],[],en,implicit_hate_v1_stg3_posts
1966,conservatism  inc . unleashed the third world immigration tsunami via,['Conservatives are incompetent'],['Conservatives'],[],en,implicit_hate_v1_stg3_posts
1967,yet the white cuckolds are still there paying tons of money on these spoi,['Conservative males are stupid and weak.'],['Conservative males'],[],en,implicit_hate_v1_stg3_posts
1968,yet the white cuckolds are still there paying tons of money on these spoi,['old white men still rule'],['whites'],[],en,implicit_hate_v1_stg3_posts
1969,but this works with white-race-obsessed alt right people too .,['White people are racists'],['White people'],[],en,implicit_hate_v1_stg3_posts
1970,only a cesspool for the white folks for whom equality means white genocide .,['Minorities are less than whites'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
1971,only a cesspool for the white folks for whom equality means white genocide .,['White people should die.'],['white people'],[],en,implicit_hate_v1_stg3_posts
1972,this is #potus obama's legacy  illegal criminal murderers of americans ...,['Blacks want whites to be killed'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
1973,this is #potus obama's legacy  illegal criminal murderers of americans ...,['Illegal people are murderers.'],['illegal people'],[],en,implicit_hate_v1_stg3_posts
1974,#christmas party for white unity in #southcarolina ! all normal white people and families invited !,['White people need to stick together.'],['white people'],[],en,implicit_hate_v1_stg3_posts
1975,#christmas party for white unity in #southcarolina ! all normal white people and families invited !,['Minorities are subpar races'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
1976,nation of islam attendees . racist black police shooters in #dallas attended mosque,['Black people are racist.'],['black people'],[],en,implicit_hate_v1_stg3_posts
1977,nation of islam attendees . racist black police shooters in #dallas attended mosque,['Muslims are killers'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
1978,h / t it's not islamophobia if they really are trying to kill you .,['Muslims are murdering criminals.'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
1979,h / t it's not islamophobia if they really are trying to kill you .,['Islamic people are killers.'],['Islamic people'],[],en,implicit_hate_v1_stg3_posts
1980,""" texas ; fighting foragainst the islamo-fascist dictatorship of  """" no border """" """" """"""",['Muslims are controlling'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
1981,""" texas ; fighting foragainst the islamo-fascist dictatorship of  """" no border """" """" """"""",['Islamic people are controlling.'],['Islamic people'],[],en,implicit_hate_v1_stg3_posts
1982,sweden : nordic resistance movement holds major rally | read more : via last thank god ( not allah ) .,['Minorities are subpar humans'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
1983,hey & - how come so many racist rednecks like rap music ? #askingforafriend,['Southern whites are hypocrites.'],['Southern whites'],[],en,implicit_hate_v1_stg3_posts
1984,hey & - how come so many racist rednecks like rap music ? #askingforafriend,['Country folk are racists.'],['country folk'],[],en,implicit_hate_v1_stg3_posts
1985,another white fourteen year old gang-raped by africans in norway via #wpww,['africans are rapists'],['africans'],[],en,implicit_hate_v1_stg3_posts
1986,another white fourteen year old gang-raped by africans in norway via #wpww,['Africans rape white people'],['Africans'],[],en,implicit_hate_v1_stg3_posts
1987,you say your surprend . your are nothing . blacks will over take you guys and take over america . all talk no action .,['Blacks are taking over America.'],['blacks'],[],en,implicit_hate_v1_stg3_posts
1988,you say your surprend . your are nothing . blacks will over take you guys and take over america . all talk no action .,['Blacks want to dominate whites'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
1989,omg  you mean white people have rights too ? shocking ...,['White people have no rights'],['White people'],[],en,implicit_hate_v1_stg3_posts
1990,omg  you mean white people have rights too ? shocking ...,['White people have rights.'],['white people'],[],en,implicit_hate_v1_stg3_posts
1991,personally  i think the white dems are the worst accusers and use race as a wedge issue incessantly .,['White Democrats are scheming'],['White Democrats'],[],en,implicit_hate_v1_stg3_posts
1992,personally  i think the white dems are the worst accusers and use race as a wedge issue incessantly .,['White Democrats blame everyone of being racist.'],['white Democrats'],[],en,implicit_hate_v1_stg3_posts
1993,needs to call out the dems on their hatred of white people . go there ! it is an anti-white party,['Democrats hate white people.'],['Democrats'],[],en,implicit_hate_v1_stg3_posts
1994,needs to call out the dems on their hatred of white people . go there ! it is an anti-white party,['Democrats are anti-white'],['Democrats'],[],en,implicit_hate_v1_stg3_posts
1995,you neanderthals can't even agree on nationalism or white supremacy lol,['Non-whites hate white race'],['Non-whites'],[],en,implicit_hate_v1_stg3_posts
1996,you neanderthals can't even agree on nationalism or white supremacy lol,['Right-wing conservatives are stupid.'],['Right-wing conservatives'],[],en,implicit_hate_v1_stg3_posts
1997,the white man and woman marches on ! #resistance #14w,['Minorities are subpar human beings'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
1998,yes keralites too put alien names and act in this manner - anything indian is not good for them,['Keralites hate Indians'],['Keralites'],[],en,implicit_hate_v1_stg3_posts
1999,yes keralites too put alien names and act in this manner - anything indian is not good for them,['Indians are a problem for Keralites'],['Indian'],[],en,implicit_hate_v1_stg3_posts
2000,"""  """" : the most oppressed demographic in the #us is the white #workingclass """" """" """"""",['White people are oppressed.'],['white people'],[],en,implicit_hate_v1_stg3_posts
2001,"""  """" : the most oppressed demographic in the #us is the white #workingclass """" """" """"""",['White people are oppressed'],['White people'],[],en,implicit_hate_v1_stg3_posts
2002,"""  """" a nation without borders is not a nation . """" """" - president trump #buildthewall """"""",['Immigrants are inferior.'],['Immigrants'],[],en,implicit_hate_v1_stg3_posts
2003,heimbach doesn't advocate for whites  he works with the jew media to attack white identity . why do you hate white people ?,"[""Jews don't like white people.""]",['Jews'],[],en,implicit_hate_v1_stg3_posts
2004,heimbach doesn't advocate for whites  he works with the jew media to attack white identity . why do you hate white people ?,['Jews dislike whites.'],['Jews'],[],en,implicit_hate_v1_stg3_posts
2005,""" rt : your  """" anti-islamic extremists """" """" threaten to kill no-one . muslim extremists kill people round the clock . """"""",['Muslims are violent and kill people frequently'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
2006,""" rt : your  """" anti-islamic extremists """" """" threaten to kill no-one . muslim extremists kill people round the clock . """"""",['Muslims are killers.'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
2007,same tired anti-white rhetoric.some of our people have been so brain washed into denigrating their own race .,['Minorities promote white self-hatred.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
2008,same tired anti-white rhetoric.some of our people have been so brain washed into denigrating their own race .,['White people hate other white people.'],['white people'],[],en,implicit_hate_v1_stg3_posts
2009,white nationalism is the answer .,['Minorities are a problem.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
2010,white nationalism is the answer .,['White nationalism is good.'],['white nationalism'],[],en,implicit_hate_v1_stg3_posts
2011,white identity will not be ( ( ( deconstructed ) ) ),['Minorities want to tear down white culture'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
2012,only racists  are the anti-white racists who think the racist slur  racist has any power . it doesn't .,['Progressives are against the white race.'],['Progressives'],[],en,implicit_hate_v1_stg3_posts
2013,your demos are changing the face of white genocide  hunter ? glad you found friends .,['Minorities want to wipe out whites.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
2014,your demos are changing the face of white genocide  hunter ? glad you found friends .,['White people are dying out.'],['white people'],[],en,implicit_hate_v1_stg3_posts
2015,""" rt  """" this issue  then  is about much more than law : it is about the task facing all people of european ancestry . our task  from america to germany to new zealand  is to be  and re-create  who we are . """" """" - winston taney """"""",['Minorities are subpar races compared to whites.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
2016,jews know deep down  they're not white,['Jews are not white'],['Jews'],[],en,implicit_hate_v1_stg3_posts
2017,jews know deep down  they're not white,['Jews want to be white.'],['Jews'],[],en,implicit_hate_v1_stg3_posts
2018,: anti-white un boss demands more non-white immigration into britain  despite major opposition,['Progressives listen to no one'],['Progressives'],[],en,implicit_hate_v1_stg3_posts
2019,why do i think you are a white racist using a black mans picture to troll .,['White people are racist.'],['white people'],[],en,implicit_hate_v1_stg3_posts
2020,why do i think you are a white racist using a black mans picture to troll .,['Whites are bigots'],['Whites'],[],en,implicit_hate_v1_stg3_posts
2021,#standupwhiteman #14words white revolution is the only solution .,['White people should start a revolution.'],['white people'],[],en,implicit_hate_v1_stg3_posts
2022,#standupwhiteman #14words white revolution is the only solution .,['Minorities are inferior.'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
2023,""" you're lying brazenly & you accuse us of  """" hate """" """" ? it is not hate to oppose jihad terror vs . ahmadis """"""",['Muslims are terrorists'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
2024,""" you're lying brazenly & you accuse us of  """" hate """" """" ? it is not hate to oppose jihad terror vs . ahmadis """"""",['Muslims are terrorists'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
2025,pl dear fellow indians ... we all must boycott radicalised bollywood jihadi mullahs movies and their ad products,['Muslims are manipulative'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
2026,pl dear fellow indians ... we all must boycott radicalised bollywood jihadi mullahs movies and their ad products,['Indian movies are radical.'],['Indian movies'],[],en,implicit_hate_v1_stg3_posts
2027,the left will not stop - own them by triggering their anti-white hate - you win,['Leftists hate the white people.'],['leftists'],[],en,implicit_hate_v1_stg3_posts
2028,the left will not stop - own them by triggering their anti-white hate - you win,['Progressives hate whites.'],['Progressives'],[],en,implicit_hate_v1_stg3_posts
2029,no it is a hate crime except that we acknowledge it and u white wash the evil islam is,['Muslims are evil'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
2030,no it is a hate crime except that we acknowledge it and u white wash the evil islam is,['Islamic people are evil.'],['Islamic people'],[],en,implicit_hate_v1_stg3_posts
2031,#hannahcornelius - why not come home to #europe  whites will never be welcome in #southafrica,['Minorities exclude whites'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
2032,#hannahcornelius - why not come home to #europe  whites will never be welcome in #southafrica,"[""South Africans don't like white people.""]",['South Africans'],[],en,implicit_hate_v1_stg3_posts
2033,smh you libs are totally disgusting . i doubt any illegal offered to die for you  maybe kill you but not die for you .,['Liberals are killers.'],['Liberals'],[],en,implicit_hate_v1_stg3_posts
2034,smh you libs are totally disgusting . i doubt any illegal offered to die for you  maybe kill you but not die for you .,['Illegals are only self-serving.'],['Illegals'],[],en,implicit_hate_v1_stg3_posts
2035,fix your own countries . don't come leech off of ours . #buildthewall #endimmigration #altright #identitarian,['Immigrants take all of our things.'],['immigrants'],[],en,implicit_hate_v1_stg3_posts
2036,fix your own countries . don't come leech off of ours . #buildthewall #endimmigration #altright #identitarian,['Immigrants look for handouts'],['Immigrants'],[],en,implicit_hate_v1_stg3_posts
2037,mostly white clinics are called pregnancy clinics . in other neighborhoods  clinics are called abortion clinics .,['White people have abortions.'],['white people'],[],en,implicit_hate_v1_stg3_posts
2038,know ... what #modi ji has done for hindus so far ! ! . 1 ) more than 30000 ngos are banned which causes christian ...,['NGOs convert to Christianity'],['NGOs'],[],en,implicit_hate_v1_stg3_posts
2039,know ... what #modi ji has done for hindus so far ! ! . 1 ) more than 30000 ngos are banned which causes christian ...,['Indian folks have to be banned'],['Indian folks'],[],en,implicit_hate_v1_stg3_posts
2040,the white genocide continues : white race now a minority in three more uk towns and cities ! read more : by,['Minorities push out whites'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
2041,the white genocide continues : white race now a minority in three more uk towns and cities ! read more : by,['White people are becoming a minority.'],['white people'],[],en,implicit_hate_v1_stg3_posts
2042,this country was founded by whites for whites read federalist no 2,['This country is for white people.'],['white people'],[],en,implicit_hate_v1_stg3_posts
2043,this country was founded by whites for whites read federalist no 2,['non-white people are undeserving of America'],['non-white people'],[],en,implicit_hate_v1_stg3_posts
2044,he'd tell you the same today . noticing adverse events involving black people is racist .,['Blacks keep double standards'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
2045,he'd tell you the same today . noticing adverse events involving black people is racist .,['Black people are racist.'],['black people'],[],en,implicit_hate_v1_stg3_posts
2046,not surprised . liberals & islamists biggest threat to india . oh & add indian main stream media to it as well,['Islamic people are threatening.'],['Islamic people'],[],en,implicit_hate_v1_stg3_posts
2047,not surprised . liberals & islamists biggest threat to india . oh & add indian main stream media to it as well,['Muslims are a threat'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
2048,israel prepares for #myjihad islam muslims bjp modi #ramzan tmc mps #femen #tcot iraq isis syria,['Muslims are violent and want to overthrow Israel'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
2049,israel prepares for #myjihad islam muslims bjp modi #ramzan tmc mps #femen #tcot iraq isis syria,['Muslims are violent'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
2050,whites don't contribute anything other than labor and kids .,['white people are uneducated'],['white people'],[],en,implicit_hate_v1_stg3_posts
2051,whites don't contribute anything other than labor and kids .,['White people are lazy.'],['Whites'],[],en,implicit_hate_v1_stg3_posts
2052,it's unfortunate you're uneducated on your own history . keep praying to white jesus maybe he'll enlighten you,['White people are misled by religion'],['White people'],[],en,implicit_hate_v1_stg3_posts
2053,it's unfortunate you're uneducated on your own history . keep praying to white jesus maybe he'll enlighten you,['Minorities are inferior to whites'],['Minorities'],[],en,implicit_hate_v1_stg3_posts
2054,satan's islam : all evils,['Islamic people are evil.'],['Islamic people'],[],en,implicit_hate_v1_stg3_posts
2055,satan's islam : all evils,['Muslims are evil.'],['Muslims'],[],en,implicit_hate_v1_stg3_posts
2056,""" otherwise you hear these same black people . that are ment to represent you ... say you are an  """" uncle tom """" """"  race traitor and you know what els """"""",['Blacks turn on their own people.'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
2057,fact : 90 % of all interracial crime in usa is black on white #swrm via,['Blacks commit most of the crime'],['Blacks'],[],en,implicit_hate_v1_stg3_posts
