id,source,main_post,text,Implied,label,span 1,span 2,span 3,span 4
90,La Repubblica,"Cara Meloni, siamo tutte espressione della cultura patriarcale. E dovremmo essere amiche.  Non capisco perché la premier non guardi a Lilli Gruber con amicizia. Essere maschi o femmine non vale poi tanto, forse non vale niente, quando ci sono battaglie importanti da combattere",I consigli di donne senza figli.,le donne hanno meno valore se non hanno figli.,,,,,
91,La Repubblica,"Cara Meloni, siamo tutte espressione della cultura patriarcale. E dovremmo essere amiche.  Non capisco perché la premier non guardi a Lilli Gruber con amicizia. Essere maschi o femmine non vale poi tanto, forse non vale niente, quando ci sono battaglie importanti da combattere",Mammamia che due coglioni con sto frignare sul patriarcato!,,,,,,
92,La Repubblica,"Cara Meloni, siamo tutte espressione della cultura patriarcale. E dovremmo essere amiche.  Non capisco perché la premier non guardi a Lilli Gruber con amicizia. Essere maschi o femmine non vale poi tanto, forse non vale niente, quando ci sono battaglie importanti da combattere",sorella della mal capitata sciacalla e intollerante io da maschio non devo scusarmi proprio di niente come non devo fare nessun esame di coscienza visto che non c'entro niente,,,,,,
93,La Repubblica,"Cara Meloni, siamo tutte espressione della cultura patriarcale. E dovremmo essere amiche.  Non capisco perché la premier non guardi a Lilli Gruber con amicizia. Essere maschi o femmine non vale poi tanto, forse non vale niente, quando ci sono battaglie importanti da combattere","Sono un po’ confuso. Dobbiamo lottare contro i novax , contro i putiniani, contro chi manifesta per i palestinesi massacrati, contro i negazionisti del clima o contro i patriarchi? Datemi una priorità per favore.",,,,,,
94,La Repubblica,"Cara Meloni, siamo tutte espressione della cultura patriarcale. E dovremmo essere amiche.  Non capisco perché la premier non guardi a Lilli Gruber con amicizia. Essere maschi o femmine non vale poi tanto, forse non vale niente, quando ci sono battaglie importanti da combattere","l'analfabeta funzionale Lilli Gruber dovrebbe sapere che il mondo è patriarcale per natura, le donne fanno i figli, e gli uomini fanno il mondo (auguri e figli maschi, si dice...). Cerchi pure una idraulica il giorno che le si allarga casa, ma temo diventerà patriarcale nel giro di cinque minuti.",,"rejection of feminism, derogatory and belittling, gender distinction","il mondo è patriarcale per natura, le donne fanno i figli, e gli uomini fanno il mondo (auguri e figli maschi, si dice...). Cerchi pure una idraulica il giorno che le si allarga casa, ma temo diventerà patriarcale nel giro di cinque minuti.",l'analfabeta funzionale Lilli Gruber,"le donne fanno i figli, e gli uomini fanno il mondo",
95,La Repubblica,"Cara Meloni, siamo tutte espressione della cultura patriarcale. E dovremmo essere amiche.  Non capisco perché la premier non guardi a Lilli Gruber con amicizia. Essere maschi o femmine non vale poi tanto, forse non vale niente, quando ci sono battaglie importanti da combattere","Tanto patriarcato nei padri che obbligano le figlie ad abortire per salvare l’onore della famiglia. Ma quel patriarcato fa comodo e le femministe chiudono tutti e due gli occhi, perché fa aumentare gli aborti",,,,,,
96,La Repubblica,"Michela Marzano: ""Siamo tutte con Elena Cecchettin. È ora di fare una rivoluzione culturale e smontare la cultura dello stupro""",Tutte chi? Tutte chi? Non siamo avanzi dei centri sociali! Se la madama lo è e non ha mai capito un caxxo di sua sorella se ne faccia le sue colpe. Ha perfino graziato l'omicida giustificandolo. Chissà come mai?,l'omicidio è avvenuto per colpa della sorella.,,,,,
97,La Repubblica,"Michela Marzano: ""Siamo tutte con Elena Cecchettin. È ora di fare una rivoluzione culturale e smontare la cultura dello stupro""","Pensa per te, se ti senti responsabile evidentemente NON HAI mai avuto nella vita una condotta esemplare ma deplorevole. Io non sono un avanzo del centro sociale che spara minchiate della disgrazia in famiglia. Chi si sente responsabile evidentemente ha gli stessi obiettivi",,derogatory and belittling,NON HAI mai avuto nella vita una condotta esemplare ma deplorevole.,,,
98,La Repubblica,"Michela Marzano: ""Siamo tutte con Elena Cecchettin. È ora di fare una rivoluzione culturale e smontare la cultura dello stupro""",Ha stato il Patriarkatooohhh!,,"mocking, rejection of feminism",Ha stato il Patriarkatooohhh!,Ha stato il Patriarkatooohhh!,,
99,La Repubblica,"Michela Marzano: ""Siamo tutte con Elena Cecchettin. È ora di fare una rivoluzione culturale e smontare la cultura dello stupro""","La cultura dell' islam e delle donne bambine promesse spose... E noi ce la prendiamo con il patriarcato che non esiste, va bè.",,"whataboutism, stereotype generalization, rejection of feminism",La cultura dell' islam e delle donne bambine promesse spose...,"islam e delle donne bambine promesse spose..., E noi ce la prendiamo con il patriarcato che non esiste",il patriarcato che non esiste,
100,La Repubblica,"Michela Marzano: ""Siamo tutte con Elena Cecchettin. È ora di fare una rivoluzione culturale e smontare la cultura dello stupro""","Il femminismo è basato sull’idea che il responsabile dei fallimenti di una donna è l’uomo. A voi di queste ragazze non interessa nulla, a voi interessa solo puntare il dito (come facevano nel medioevo con presunte streghe e stregoni) contro l’uomo.",il femminismo vuole soltanto incolpare l'uomo dei fallimenti delle donne e non si preoccupa davvero delle vittime di femminicidio.,,,,,
101,La Repubblica,"Michela Marzano: ""Siamo tutte con Elena Cecchettin. È ora di fare una rivoluzione culturale e smontare la cultura dello stupro""",Ma taci che fai più bella figura,,,,,,
102,La Repubblica,"Michela Marzano: ""Siamo tutte con Elena Cecchettin. È ora di fare una rivoluzione culturale e smontare la cultura dello stupro""","Ma che cazzata è la cultura dello stupro? Cioè alle figlie si insegna a leggere e a scrivere mentre ai maschi si insegna a stuprare? Questa misandrica nazista è pericolosa, parla di una colpa collettiva per tutti gli uomini in quanto tali, pensate se al posto di uomini ci mettete neri, immigrati o ebrei cosa viene fuori",,"rejection of feminism, whataboutism",Ma che cazzata è la cultura dello stupro? Questa misandrica nazista è pericolosa,"pensate se al posto di uomini ci mettete neri, immigrati o ebrei cosa viene fuori",,
103,La Repubblica,"Michela Marzano: ""Siamo tutte con Elena Cecchettin. È ora di fare una rivoluzione culturale e smontare la cultura dello stupro""",Le femministe tutte in tv stanno usando vergognosamente una tragedia per giustificare il loro fallimento nell'essere donne perché c'è un abbisso tra essere donne o femmine come essere uomo o maschio,le femministe sono donne fallite che strumentalizzano i femminicidi.,,,,,
104,La Repubblica,"Michela Marzano: ""Siamo tutte con Elena Cecchettin. È ora di fare una rivoluzione culturale e smontare la cultura dello stupro""","Io no! Mai dalla vostra parte! Ci comporteremo per come verremo descritti dai mass media e dalle femministe! Sta a loro cambiare atteggiamento! Le donne non ci festeggiano nel giorno a noi dedicato , questo dice tutto ! Per loro siamo tutti assassini evidentemente! Il rispetto non si pretende ma va meritato ! Cominciate voi! Non festeggiare gli uomini il 19 novembre porta male..",,"rejection of feminism, whataboutism","Mai dalla vostra parte!, Ci comporteremo per come verremo descritti dai mass media e dalle femministe!, Le donne non ci festeggiano nel giorno a noi dedicato , questo dice tutto ! Per loro siamo tutti assassini evidentemente!, Il rispetto non si pretende ma va meritato !, Cominciate voi! Non festeggiare gli uomini il 19 novembre porta male..","Le donne non ci festeggiano nel giorno a noi dedicato , questo dice tutto ! ",,
105,La Repubblica,"Michela Marzano: ""Siamo tutte con Elena Cecchettin. È ora di fare una rivoluzione culturale e smontare la cultura dello stupro""",Mi sembra che a sorella di povera Giulia piace troppo stare sotto i riflettori !!! Vergognoso,,,,,,
106,La Repubblica,"Michela Marzano: ""Siamo tutte con Elena Cecchettin. È ora di fare una rivoluzione culturale e smontare la cultura dello stupro""",Ma quindi volete sterminare tutti 8 bianchi cattolici etero? Cosa volete fare?,,"mocking, rejection of feminism, stereotype generalization",Ma quindi volete sterminare tutti 8 bianchi cattolici etero? Cosa volete fare?,Ma quindi volete sterminare tutti 8 bianchi cattolici etero? Cosa volete fare?,Ma quindi volete sterminare tutti 8 bianchi cattolici etero? Cosa volete fare?,
107,La Repubblica,"Donna di 70 anni strangolata dal marito a Fano, l’uomo ha poi tentato di togliersi la vita ingerendo dei barbiturici",1 minuto di silenzio e laurea ad honorem anche per questa? E a che serve?!,,,,,,
108,La Repubblica,"Donna di 70 anni strangolata dal marito a Fano, l’uomo ha poi tentato di togliersi la vita ingerendo dei barbiturici",La violenza non ha genere! Compresa appunto quella di donne contro mariti e compagni! Inclusa quella psicologica ! Vittimismo ingiustificato...,,,,,,
109,La Repubblica,Taylor Swift respira a malapena durante uno show a Rio: in Brasile registrati quasi 60 gradi,Kolpadelpatriarkatoh,,,,,,
110,La Repubblica,Taylor Swift respira a malapena durante uno show a Rio: in Brasile registrati quasi 60 gradi,"peccato, questa era la volta buona...",Taylor Swift sarebbe dovuta morire.,"mocking, aggressive and violent attitude","peccato, questa era la volta buona...","peccato, questa era la volta buona...",,
111,La Repubblica,"“Dopo dieci denunce e una condanna, il mio ex marito è libero e mi minaccia anche in tribunale""",Le donne tutte sante? Pagliacci,,,,,,
112,La Repubblica,Meloni contro Gruber: “Patriarcale? La mia è una famiglia di donne”. La replica della giornalista: “Poco abituata alla democrazia”,"Cara Gruber, se non hai nulla altro da fare vai a spararti un paio di etti di silicone in faccia che c è ancora un po di posto",,,,,,
113,La Repubblica,Meloni contro Gruber: “Patriarcale? La mia è una famiglia di donne”. La replica della giornalista: “Poco abituata alla democrazia”,Tra un lifting e l'altro questa pseudo giornalista trova il tempo di sparare cazzate a go go........la sua frustrazione e tanta poverina,,"mocking, derogatory and belittling, whataboutism",Tra un lifting e l'altro questa pseudo giornalista trova il tempo di sparare cazzate a go go........la sua frustrazione e tanta poverina,Tra un lifting e l'altro questa pseudo giornalista trova il tempo di sparare cazzate a go go........la sua frustrazione e tanta poverina,Tra un lifting e l'altro,
114,La Repubblica,Meloni contro Gruber: “Patriarcale? La mia è una famiglia di donne”. La replica della giornalista: “Poco abituata alla democrazia”,"Aiuto ma questa giornalista riesce ancora ad aprire quella bocca incastonata nel suo liscio visino? e a dire che da giornalista del tg era la mia preferita!!! Ma questa proprio è a odio!!! Non sopporta che la Meloni sia Premier e che il suo sia il primo partito d'Italia e con consenso sempre uguale!!!! Coraggio Lilly fattene una ragione! Finiti i tempi della falce e martello!!! Su su... T riempi la bocca con parole quale integrazione, parità, diritti,e t dimentichi che in Italia s son svolte LIBERE ELEZIONI DEMOCRATICHE in cui il popolo si è ESPRESSO!!!! SU SU .. NON FARE LA.GNORRI",,"mocking, beauty standard expectations, derogatory and belittling", ma questa giornalista riesce ancora ad aprire quella bocca incastonata nel suo liscio visino?,riesce ancora ad aprire quella bocca incastonata nel suo liscio visino?,Ma questa proprio è a odio!,
115,La Repubblica,Meloni contro Gruber: “Patriarcale? La mia è una famiglia di donne”. La replica della giornalista: “Poco abituata alla democrazia”,"Il problema è la mancanza di "" patriarcato "", è l'inesistente, autorevolezza del padre! Invece di comportarsi da padri, fanno gli amici, o i fratelli! Questo è il risultato! Un padre che non sa neanche se, il figlio, vada veramente dallo psicologo o meno!! "" CHI SEMINA VENTO, RACCOGLIE TEMPESTA ""!! L'ATTACCO CONTINUO ALLA FAMIGLIA TRADIZIONALE PORTA, A QUESTE CONSEGUENZE. FIGLI FATTI ADULTI PER FORZA, FIGHETTI, SENZA SPINA DORSALE CUI TUTTO È CONCESSO! MAI UB CEFFONE, MAI UN DINIEGO, MAI UN BEL CALCIO NEL CULO!!",,"men-dominated power structure, conservative limiting, aggressive and violent attitude","Il problema è la mancanza di "" patriarcato "", è l'inesistente, autorevolezza del padre! ","L'ATTACCO CONTINUO ALLA FAMIGLIA TRADIZIONALE PORTA, A QUESTE CONSEGUENZE.","MAI UB CEFFONE, MAI UN DINIEGO, MAI UN BEL CALCIO NEL CULO!!",
116,La Repubblica,Meloni contro Gruber: “Patriarcale? La mia è una famiglia di donne”. La replica della giornalista: “Poco abituata alla democrazia”,Gruberrrr chi ..la donna di gomma ...????,,,,,,
117,La Repubblica,Meloni contro Gruber: “Patriarcale? La mia è una famiglia di donne”. La replica della giornalista: “Poco abituata alla democrazia”,"Il patriarcato è aria fritta. Le donne devono sentirsi libere e serene ma senza odiare gli uomini. Generalizzare è sbagliato, altrimenti anche le donne dovrebbero essere tutte colpevoli quando una mamma uccide il proprio figlio.",,,,,,
118,La Repubblica,Meloni contro Gruber: “Patriarcale? La mia è una famiglia di donne”. La replica della giornalista: “Poco abituata alla democrazia”,Lilli di grande ha solo le orribili labbra gonfiate a mo' di canotto. Per resto è vuota come la testa di chi la ammira,,,,,,
119,La Repubblica,"“Finalmente ho i miei due papà”, il Tribunale affida Maria alla coppia di ballerini del Massimo di Palermo",Forse Maria voleva anche una mamma.,,,,,,
120,La Repubblica,"“Finalmente ho i miei due papà”, il Tribunale affida Maria alla coppia di ballerini del Massimo di Palermo","Poveretta, senza una madre e con sti due qua",,,,,,
121,Huffingtonpost,"“Voglio l'uomo geloso”. Su TikTok imperversa la possessività maschile, il malessere come modello","E SEMPRE ESISTITO CHE ALLE DONNE PIACCIONI I TIPI ""STRANI"", ""CATTIVI"" ""POSSESSIVI"".....I BRAVI RAGAZZI NON SE LE FILA NESSUNA. Poi crescono e passano ad osservare il conto in banca.","le donne non sono attratte dai bravi ragazzi, ma cercano soltanto uomini ricchi.",stereotype generalization,"E SEMPRE ESISTITO CHE ALLE DONNE PIACCIONI I TIPI ""STRANI"", ""CATTIVI"" ""POSSESSIVI"".....I BRAVI RAGAZZI NON SE LE FILA NESSUNA. Poi crescono e passano ad osservare il conto in banca.",,,
122,Huffingtonpost,"“Voglio l'uomo geloso”. Su TikTok imperversa la possessività maschile, il malessere come modello","io ho sempre detto che le donne vogliono l"" ugualianza quando e vantaggiosa , e vogliono essere donne quando e conveniente",le donne sono interessate alla parità soltanto quando ne traggono dei vantaggi.,,,,,
123,Huffingtonpost,"“Voglio l'uomo geloso”. Su TikTok imperversa la possessività maschile, il malessere come modello","Quando la donna veniva amata davvero ,Si sentiva schiava !! Oggi che è schiava di sé stessa , e ancora colpa dell'uomo",,,,,,
124,Huffingtonpost,"“Voglio l'uomo geloso”. Su TikTok imperversa la possessività maschile, il malessere come modello",Ma perché non parlate chiaro? Perché non dite che ad alcune donne l’attenzione anche degli squilibrati piace perché è pur sempre attenzione e nutre il loro ego?,"le donne fingono di odiare le attenzioni che ricevono, ma in realtà sono piene di sé e amano essere al centro dell'attenzione.",,,,,
125,Huffingtonpost,"“Voglio l'uomo geloso”. Su TikTok imperversa la possessività maschile, il malessere come modello","Finalmente ci siete arrivati!! Sono proprio le donne (non tutte) ad avere predilezione verso certi tipi di ragazzi, inutile educare i ragazzi ad essere buoni e rispettosi per poi vedere le ragazze che la danno al prevaricatore prepotente.",,,,,,
126,Huffingtonpost,"“Voglio l'uomo geloso”. Su TikTok imperversa la possessività maschile, il malessere come modello",Da quando essere gelosi è diventato un male?!?,il comportamento violento dell'uomo deriva semplicemente dalla gelosia.,,,,,
127,La Repubblica,"Femminicidi, un corteo e uno sciopero alla islandese. Ecco perché i social si stanno tingendo di rosso",Brutta storia essere aride e sterili femministe,,"rejection of feminism, derogatory and belittling",Brutta storia essere aride e sterili femministe,Brutta storia essere aride e sterili femministe,,
128,La Repubblica,"Femminicidi, un corteo e uno sciopero alla islandese. Ecco perché i social si stanno tingendo di rosso","Donne, basta essere attratte da uomini tossici e violenti",,,,,,
129,La Repubblica,"Femminicidi, un corteo e uno sciopero alla islandese. Ecco perché i social si stanno tingendo di rosso","144 (Potestà maritale). Il marito è il capo della famiglia; la moglie segue la condizione civile di lui, ne assume il cognome, ecc. Questa legge del codice civile rientra nel concetto di patriarcato?",,"conservative limiting, men-dominated power structure, rejection of feminism","Il marito è il capo della famiglia; la moglie segue la condizione civile di lui, ne assume il cognome, ecc.","Il marito è il capo della famiglia; la moglie segue la condizione civile di lui, ne assume il cognome, ecc.",Questa legge del codice civile rientra nel concetto di patriarcato?,
130,La Repubblica,"Femminicidi, un corteo e uno sciopero alla islandese. Ecco perché i social si stanno tingendo di rosso","Il patriarcato non esiste, è il risvolto ideologico del nulla cosmico. Le femen si occupino di amare se stesse e si sentano libere, senza odiare gli uomini.",,,,,,
131,La Repubblica,"Femminicidi, un corteo e uno sciopero alla islandese. Ecco perché i social si stanno tingendo di rosso",Basta cazzate e maschi svegliamoci non facciamoci mettere i piedi in testa da queste squilibrate. Il femminicidio non esiste perché esiste già l'omicidio. I diritti sono uguali sia per i maschi e per le femmine per cui non molliamo nemmeno un centimetro,,,,,,
132,La Repubblica,"Femminicidi, un corteo e uno sciopero alla islandese. Ecco perché i social si stanno tingendo di rosso","Vittime e carnefici si attraggono. L'educazione del maschio all'affettività va bene, anche se non nelle modalità auspicate. Ma anche la donna ha un lungo percorso da fare per ritrovare se stessa.","la donna è vittima di violenza perché è persa e smarrita, ed è per questo che è colpevole di attrarre uomini violenti.",,,,,
133,La Repubblica,La rabbia delle ragazze di Padova dove tutto è iniziato: “Ora basta stare zitte”,"No alla violenza.... sulle palle! Andate in Iran o Afghanistan a piagnucolare, problema risolto....per sempre!",,,,,,
134,La Repubblica,La rabbia delle ragazze di Padova dove tutto è iniziato: “Ora basta stare zitte”,ma la sorella dv era ????,,,,,,
135,La Repubblica,La rabbia delle ragazze di Padova dove tutto è iniziato: “Ora basta stare zitte”,Dove erano quando facevano a pezzi panela o Desirée?,,,,,,
136,La Repubblica,La rabbia delle ragazze di Padova dove tutto è iniziato: “Ora basta stare zitte”,Andate a zappare,,,,,,
137,La Repubblica,La rabbia delle ragazze di Padova dove tutto è iniziato: “Ora basta stare zitte”,Cominciate a smettere di frequentare maranza,è colpa delle donne che decidono di frequentare certi uomini.,,,,,
138,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Ma te lo sei levato l’anello al naso?!,,,,,,
139,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Ci scusi se siamo privilegiati, signorì!",,"mocking, gender distinction","Ci scusi se siamo privilegiati, signorì!","Ci scusi se siamo privilegiati,",,
140,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Ma tu che cosa hai fatto per aiutare tua sorella?,,,,,,
141,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Spero non stia nascendo una nuova Cucchi ,una basta e avanza.",,,,,,
142,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Tutta la mia comprensione per questa famiglia di Giulia, partecipo al loro dolore. Ma, nello stesso tempo, mi chiedo perche' lo stesso sdegno e le femministe soprattutto in Italia, non hanno protestato e non sono scese in piazza per le ragazze musulmane uccise barbaramente come Saman come quella ragazza uccisa dalla Polizia. Morale perche' non indossava il velo, come un'altra ragazza in Italia uccisa e sgozzata dalla famiglia perche' voleva vivere all'occidentale. Perché?",,,,,,
143,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Questa ragazza sta parlando troppo e a volte dice cose a sproposito.,,"double standard, rejection of feminism, derogatory and belittling",Questa ragazza sta parlando troppo.,Questa ragazza sta parlando troppo e a volte dice cose a sproposito.,Questa ragazza sta parlando troppo e a volte dice cose a sproposito.,
144,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Il femminicidio non esiste. Basta con le categorie, i generi, i puffi ed i panda. Esiste l' omicidio, dove omi non sta per uomo ma sta per omologo, cioè della stessa specie, in questo caso umana. ",,rejection of feminism,"Il femminicidio non esiste. Basta con le categorie, i generi, i puffi ed i panda. Esiste l' omicidio, dove omi non sta per uomo ma sta per omologo, cioè della stessa specie, in questo caso umana.",,,
145,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Sta sfruttando una tragedia familiare per fare propaganda alla sinistra che schifo,,,,,,
146,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Ormai preda dei giornaletti per le zecche. Povera ragazza.,,stereotype generalization,Ormai preda dei giornaletti per le zecche. Povera ragazza.,,,
147,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","ma non è detto che la signorina Elena abbia per forza ragione nelle cose che afferma, è una sorella disperata che si trova in balia della ribalta mediatica, comprendo il dolore ma il resto sono cose più che discutibili",,,,,,
148,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Ma se sapeva tutte le cose che dice dell'assassino, cosa ha fatto per evitare che la sorella venisse uccisa?","l'omicidio è avvenuto per colpa della sorella, che avrebbe potuto fermarlo.",,,,,
149,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Questa fra poco chiedera' il risarcimento e scendera' in politica.Cavalcare l'onda, fin che c'e'.",Elena Cecchettin usa l'omicidio della sorella per entrare in politica.,,,,,
150,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Poteva aspettare anche il tempo necessario per elaborare un lutto. Si rischia di dire cose, sopraffatti da sentimenti devastanti, odio, dolore e forse anche senso di colpa.",,,,,,
151,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Siamo arriva al punto che l’odio ideologico di questa ragazzina, tra l’altro in odore di satanismo ( bast vedere le foto del profilo), detta la linea a Repubblica e forse anche alla politica italiana… povera Italia e povera Giulia , utilizzata per fomentare una guerra tra sessi",,"rejection of feminism, stereotype generalization, beauty standard expectations, whataboutism",l’odio ideologico di questa ragazzina,"tra l’altro in odore di satanismo ( bast vedere le foto del profilo), una guerra tra sessi",in odore di satanismo ( bast vedere le foto,"detta la linea a Repubblica e forse anche alla politica italiana… povera Italia, utilizzata per fomentare una guerra tra sessi"
152,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Dal suo profilo Instagram (siderealfire) si denota un problema di disagio in questa ragazza.,,"stereotype generalization, derogatory and belittling",Dal suo profilo Instagram (siderealfire) si denota un problema di disagio in questa ragazza, si denota un problema di disagio in questa ragazza.,,
153,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Provo pena per questa ragazza. Nemmeno in un momento così doloroso riesce a nascondere la sua rabbia rancorosa.,a Elena Cecchettin non è permesso esternare la propria rabbia e dovrebbe tacere.,,,,,
154,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Adesso sta a vedere che l'ha uccisa lo Stato.... la voglia di protagonismo in TV di questa demente va oltre il dolore della perdita della sorella, che mi sembra non gli importasse poi così tanto...",,derogatory and belittling,"la voglia di protagonismo di questa demente, che mi sembra non gli importasse poi così tanto...",,,
155,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",ma questa è in grado di star zitta mezza giornata e non fare conferenze stampa continue?,la donna che parla e si fa sentire è una donna che disturba e dà fastidio.,,,,,
156,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Il Sostituto Procuratore ha chiesto CALMA e ABBASSARE I TONI. Pertanto, ragazzina è ora di fare silenzio e smetterla con queste esternazioni. E si faccia dare proprio dallo Stato che lei accusa un buon supporto psicologico. Gratuito naturalmente.","Elena Cecchettin non ha il diritto di dire la sua sia perché è una ""ragazzina"" sia perché è instabile e avrebbe bisogno dello psicologo.",,,,,
157,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Sicuramente Giulia si confidava con te. Hai provato a proteggerla ed a metterla in guardia?,,victim blaming,Sicuramente Giulia si confidava con te. Hai provato a proteggerla ed a metterla in guardia?,,,
158,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Un volo di sola andata per l'Iran o Afghanistan! I nostri attributi hanno già firmato la petizione,,rejection of feminism,Un volo di sola andata per l'Iran o Afghanistan!,,,
159,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Ora questa scappata di casa vivrà di ospitate per anni e anni.,,derogatory and belittling,questa scappata di casa ,,,
160,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Tie' ! Ancora parla questa? Dopo tutte le fregnacce sparate a 360 gradi? Anche le donne sono violente ! Noi uomini dovremmo farci un esame di coscienza? Col cazzo!!,le donne dovrebbero tacere perché anche gli uomini sono vittime di violenza allo stesso modo in cui lo sono le donne.,,,,,
161,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Un po’ di educazione civica va ripristinata a scuola, occorre silenzio nel dolore.",,,,,,
162,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",pero' si è truccata bene anche se affranta dal dolore.......che poi sia colpa della Meloni mi sembra logico ed evidente......e non tralasciamo le gravi colpe di salvini........certo ci fosse stata Elly tutto sarebbe stato diverso.,,"whataboutism, mocking",pero' si è truccata bene anche se affranta dal dolore.......,che poi sia colpa della Meloni mi sembra logico ed evidente......e non tralasciamo le gravi colpe di salvini........certo ci fosse stata Elly tutto sarebbe stato diverso.,,
163,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Questa ha trovato il modo di fare successo e follower,,,,,,
164,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Questa futura candidata del pd è la tipica zecca con l'obiettivo del femminismo tossico che è proprio quello di criminalizzare l’uomo in quanto tale (ovviamente sempre bianco, italiano ed etero) e conseguentemente di svirilizzarlo per scardinare i valori della nostra civiltà.",,,,,,
165,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Secondo me sta sfruttando la grandissima disgrazia di sua sorella. Si sta mettendo in mostra, capisco il grande dolore ma penso che così sta cercando un posto in politica. Il dolore ha la sua riservatezza",,,,,,
166,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Un' altra che coi morti vuol far carriera. Siccome, l'abbiamo capita, dubito vada avanti più di tanto. Forse giusto nel PD ma se le poltrone diminuiscono, non cagheranno manco lei.",,,,,,
167,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Questa vuol entrare in politica,Elena Cecchettin usa l'omicidio della sorella per entrare in politica.,,,,,
168,Libero,Delirio femminista: sabato corteo contro il governo e gli uomini,Più penoso dell'uomo comunista c'è la donna comunista.,La donna comunista è molto meno credibile dell'uomo comunista in quanto donna.,,,,,
