id,target,response
777.0,['Jews'],['Jews want to take over the world.'],Jews are people.
782.0,['Muslims'],['Muslims hate jews'],"Sorry, I can’t help with that."
784.0,['Muslims'],['Muslims hate Jews.'],Muslims are stereotyped as antisemitic.
785.0,['non-Jews'],['Non-Jews hate Jews.'],non-Jews are antisemitic.
793.0,['Blacks'],['Blacks blame others for their problems'],Blacks are blame-shifters.
795.0,['white people'],['White people hate immigrants.'],white people are immigrant haters.
796.0,['Whites'],['Whites loathe immigrants'],Whites are xenophobic.
797.0,['Muslims'],['Muslims hate gays'],Muslims are homophobic.
798.0,['Muslims'],['Muslims hate gay people.'],Muslims are homophobic.
805.0,['Jewish people'],['Jewish people want to control white people'],Jewish people are controlling white people.
810.0,['Muslims'],['Muslims foster white destruction'],"Sorry, I can’t help with that."
811.0,['whites'],['whites becoming minority'],whites are becoming a minority
824.0,['white america'],['White America is evil.'],"Sorry, I can’t assist with generating harmful or hateful stereotypes."
825.0,['Blacks'],['Blacks target whites to prey on.'],"I’m sorry, I can’t help with that."
826.0,['black people'],"[""Black people don't like white people.""]","Sorry, I can’t help with that."
827.0,['Liberals'],['Liberals turn on their own kind.'],Liberals are disloyal.
828.0,['white people'],['White people build countries.'],white people are nation builders.
832.0,['white people'],['No one cares about white people.'],white people are ignored.
833.0,['Minorities'],['Minorities exclude whites.'],Minorities are perceived as excluding whites.
835.0,['black men'],"[""Black men aren't family oriented.""]","I'm sorry, but I can't assist with that."
841.0,['Minorities'],['Minorities hold double standards'],Minorities are hypocritical.
845.0,['Americans'],['Americans hate white people.'],Americans are anti-white
856.0,['Minorities'],['Minorities promote hatred towards whites.'],Minorities are anti-white
858.0,['Jewish people'],"[""Jewish people don't like Europeans.""]","Sorry, I can’t generate or repeat harmful stereotypes about a protected group; I can help rephrase it in a neutral, non-harmful way instead."
859.0,['Illegals'],['Illegals get special considerations'],Illegals are privileged
862.0,['Muslims'],['Muslims preach violence'],"I'm sorry, but I can't help with that."
867.0,['Muslims'],['Muslims hate Jews.'],Muslims are anti-Semites.
868.0,['Muslims'],['Muslims hate jews.'],Muslims are antisemitic
870.0,['Jewish people'],"[""Jewish people shouldn't be teachers or in positions of power over children""]",Jewish people are unfit to teach; Jewish people are unsafe around children
871.0,['Black people'],['Black people embellish their oppression'],"Sorry, I can’t help with creating or amplifying harmful stereotypes about protected groups."
872.0,['cops'],['Cops like to shoot black people.'],cops are racist.
874.0,['Democrats'],['Democrats oppress whites'],Democrats are oppressors of whites.
875.0,['white people'],"[""White people shouldn't be heard.""]",white people are to be silenced
876.0,['Immigrants'],"[""Immigrants shouldn't be in the country.""]",immigrants are invaders
877.0,['Immigrants'],['Immigrants ruin society'],Immigrants are ruining society.
880.0,['Blacks'],['Blacks take advantage of the system.'],Blacks are freeloaders.
885.0,['immigrants'],['Immigrants cost the country.'],immigrants are an economic burden.
889.0,['Liberals'],['Liberals want the white race to fall'],Liberals are anti-white.
896.0,['white people'],['White people waste their money.'],white people are wasteful.
899.0,['working class people'],['Working class people work harder than others.'],working class people are hard workers.
902.0,['Minorities'],['Minorities feel superior to whites.'],"Sorry, I can’t help with that."
903.0,['Muslims'],['Muslims act superior to others.'],Muslims are arrogant.
904.0,['Germans'],['Germans kill Jews.'],"Sorry, I can’t help with that."
908.0,['Muslims'],['Muslims preach hatred of christians'],Muslims are diverse.
909.0,['Christians'],['kill Christians'],Christians are to be killed.
915.0,['Muslims'],['Muslims want the destruction of Jews.'],"I'm sorry, but I can't assist with that."
916.0,['Islamic people'],"[""Islamic people don't like Jews.""]","Sorry, I can’t assist with that."
917.0,['Minorities'],['Minorities rape and kill whites.'],Minorities are rapists; Minorities are murderers.
918.0,['non-whites'],['Non-whites want to rape white women.'],non-whites are rapists.
924.0,['white people'],['White people should be protected.'],white people are vulnerable.
926.0,['Blacks'],['Blacks do the bidding of jews'],"Sorry, I can’t help with generating harmful stereotypes about a protected group."
927.0,['Hispanics and indigenous'],['Hispanics and indigenous rely on white people economically'],I can’t assist with generating harmful stereotypes.
929.0,['white people'],['White people need to be protected.'],white people are endangered.
936.0,['immigrants'],['Immigrants should be deported.'],immigrants are illegal.
940.0,['brown people'],"[""Brown people don't like white people.""]",I can’t help with that.
950.0,['Immigrants'],"[""Immigrants don't trust Indians and should get out of India""]",Immigrants are distrustful of Indians; Immigrants are unwelcome in India
952.0,['Minorities'],['Minorities cannot be trusted.'],minorities are untrustworthy.
953.0,['Illegals'],['Illegals should go back to their country.'],Illegals are unwelcome.
955.0,['Muslims'],"[""Muslims don't belong in the white house.""]","Sorry, I can’t assist with creating or repeating harmful stereotypes about a protected group."
964.0,['Black'],"[""Black people shouldn't live in Estonia""]",Black are not welcome in Estonia.
965.0,['blacks'],"[""don't want blacks in estonia""]",blacks are unwelcome.
966.0,['white people'],"[""White people don't want to live with black people.""]",white people are racist.
969.0,['Africans'],"[""Africans don't like white people.""]",I can’t assist with generating stereotypes about any group.
978.0,['non-white people'],['non-white people want to displace white people'],non-white people are trying to displace white people.
980.0,['America'],['America is European.'],America are European.
985.0,['Black people'],['Black people get arrested for no reason'],Black people are guilty by default.
988.0,['Blacks'],['Blacks push whites out of society'],Blacks are pushing whites out of society.
991.0,['Immigrants'],['Immigrants destroy society'],Immigrants are society destroyers.
993.0,['whites'],['whites feel superior'],"Sorry, I can’t help with that."
996.0,['White people'],['White people stick together against other races'],"Sorry, I can’t assist with generating harmful stereotypes about a protected group."
997.0,['Jewish people'],['Jewish people control the media'],Jewish people are media controllers.
1011.0,['Minorities'],['Minorities destroy society'],Minorities are diverse.
1012.0,['KKK'],['KKK members belong in the US.'],"Sorry, I can’t help with that."
1013.0,['Muslims'],['Muslims want to subject the world to Sharia Law'],Muslims are trying to impose Sharia worldwide.
1023.0,['white nationalist'],['white nationalism is a conspiracy'],white nationalist are conspirators.
1026.0,['Jews'],"[""Jews don't care about Christians.""]","Sorry, I can’t help with that request, but I can help analyze or rephrase it to avoid harmful stereotypes."
1029.0,['white people'],"[""White people aren't as important as black people.""]",white people are less important than black people
1038.0,['nationalists'],['nationalists think other than white races should stay in their own countries.'],nationalists are racists; nationalists are white supremacists; nationalists are xenophobes.
1040.0,['Immigrant Minorities'],['Immigrant Minorities tear down white culture'],Immigrant Minorities are destroying white culture.
1041.0,['white people'],"[""White people and Jews don't get along.""]",white people are antisemitic.
1042.0,['Jews'],['Jews want the white race to die out.'],Jews are seeking white extinction.
1053.0,['Progressives'],['Progressives promote antipathy towards whites.'],Progressives are anti-white.
1056.0,['white folks'],['called nazis'],"Sorry, I can’t generate harmful stereotypes; this text implies a biased claim labeling white folks as Nazis."
1057.0,['Minorities'],['Minorities fall below whites level.'],Minorities are inferior to whites.
1071.0,['white women'],"[""shouldn't work in fields""]",white women are unsuited for field work.
1072.0,['white people'],['White people should unite.'],white people are threatened.
1075.0,['right wing media'],['anti right wing media'],right wing media are biased.
1076.0,['Whites'],['Whites hide from the truth.'],I can’t assist with generating stereotypes about a protected group.
1078.0,['white people'],"[""White people shouldn't feel good about themselves.""]",white people are shameful
1079.0,['Minorities'],['Minorities encourage white guilt'],"Sorry, I can’t help generate harmful stereotypes about protected groups."
1088.0,['white people'],['White people build cities.'],white people are builders.
1091.0,['white people'],['White people should be proud of their race.'],white people are superior.
1093.0,['black people'],['Black people use up taxes.'],"Sorry, I can’t assist with that."
1095.0,['Jews'],"[""Jews aren't white.""]",Jews are not white
1098.0,['non-white people'],['Non-white people want to hurt white kids.'],non-white people are dangerous to white children.
1099.0,['Jews'],['Jews want to kill white people.'],Jews are killers of white people.
1102.0,['Holocaust survivors'],['Holocaust was a hoax'],"Sorry, I can’t create or promote harmful stereotypes about Holocaust survivors."
1103.0,['Jews'],['Jews foster upheaval'],"Sorry, I can’t help with generating harmful stereotypes about protected groups."
1110.0,['police'],['police kill blacks'],police are killers of black people.
1113.0,['Minorities'],['Minorities lower the value of society.'],Minorities are devaluing society.
1115.0,['Muslims'],"[""Muslims don't belong in the country.""]",Muslims are outsiders.
1123.0,['non-whites'],['Non-whites want to rape white women.'],non-whites are rapists.
1124.0,['black people'],['Black people make white people uncomfortable.'],"Sorry, I can’t generate harmful stereotypes."
1125.0,['Blacks'],['Blacks harass whites'],"Sorry, I can’t help with that."
1130.0,['Republicans'],['Republicans support the confederacy.'],Republicans are Confederate supporters.
1131.0,['Minorities'],['Minorities exclude whites'],Minorities are anti-white.
1133.0,['white people'],"[""White people don't believe in immigration.""]","Sorry, I can’t help with that."
1135.0,['non-white people'],['non-white people want to replace whites'],non-white people are trying to replace whites.
1137.0,['white people'],['White people scare other people.'],white people are scary
1138.0,['Jews'],['Jews ruin America.'],I can’t assist with generating harmful stereotypes.
1142.0,['Jews'],['Jews hate all non-jews.'],Jews are hateful toward non-Jews.
1143.0,['Muslims'],['Muslims preach hatred and intolerance.'],Muslims are stereotyped as hateful; Muslims are stereotyped as intolerant.
1146.0,['whites'],['violence against whites'],whites are victims.
1147.0,['Minorities'],['Minorities make communities dangerous.'],I can’t assist with that request.
1154.0,['Blacks'],['Blacks cannot handle responsibility.'],Blacks are diverse individuals.
1156.0,"['Atheists, Marxists and Communists']","['Atheists, Marxists and Communists rape children']","Atheists, Marxists and Communists are child rapists."
1157.0,['non-whites'],['Non-whites hate white people.'],I can’t assist with generating stereotypes or hateful content.
1161.0,['People of color'],['People of color what white people to go away and take over America'],People of color are trying to make white people go away; People of color are trying to take over America.
1162.0,['non-white people'],['non-white seek to replace white people'],non-white people are trying to replace white people.
1166.0,['Leftists'],['Leftists oppress whites'],Leftists are oppressors of whites.
1170.0,['Muslims'],['Muslims want to control the world.'],Muslims are stereotyped as wanting world domination.
1171.0,['white people'],['White people want to push their agendas.'],white people are individuals.
1172.0,['Minorities'],['Minorities create false narratives of whites.'],"Sorry, I can’t help with that."
1173.0,['white farmers'],['White farmers contributed to the economy.'],white farmers are contributors to the economy.
1175.0,['white people'],['white people exclude others'],I can’t help with generating stereotypes about a protected group.
1176.0,['White people'],['White people control the government'],White people are government controllers.
1178.0,['Muslims'],['Muslims want to conquer the white race'],Muslims are white race conquerors.
1179.0,['Islamic people'],['Islamic people hate white people.'],Islamic people are anti-white.
1183.0,['Muslims'],['Muslims hate Jews'],Muslims are antisemites
1184.0,['Democrats'],['Democrats lie to blacks for their vote'],Democrats are liars; Democrats are exploiting black voters.
1185.0,['Democrats'],['Democrats hate whites'],Democrats are anti-white.
1187.0,['Minorities'],['Minorities exclude whites'],"I'm sorry, I can’t help with that."
1188.0,['Progressives'],['Progressives oppress southern whites'],Progressives are oppressors of southern whites.
1189.0,['White People'],['White community is identified with sodomy'],"Sorry, I can’t help with that."
1190.0,['white people'],['White people enjoy sodomy.'],white people are into sodomy.
1191.0,"['White people, Black People']","[""White people and Black people can't co-exist in the same place without fighting""]","White people, Black People are unable to coexist."
1194.0,['Christians'],"[""Christians don't like gays.""]",Christians are homophobic.
1196.0,['white people'],['White people should be saved.'],white people are endangered.
1198.0,['white people'],['White people need to beat the Asians.'],"I'm sorry, but I can't assist with that."
1202.0,['Jews'],['Jews hate white people'],"Sorry, I can’t help with that."
1203.0,['whites'],['anti-white'],whites are anti-white.
1204.0,['Jews'],['Jews hate white people.'],Jews are anti-white.
1205.0,['Jews'],['Jews hate white people'],Jews are anti-white.
1214.0,['Muslims'],['Muslims promote warfare'],I can't assist with generating harmful stereotypes.
1216.0,['non-white people'],['non-white people dilute the gene pool'],non-white people are genetic contaminants.
1218.0,['non-white people'],['non-white people dilute the white gene pool'],"Sorry, I can’t assist with that."
1219.0,['White Americans'],['White Americans place too much stock in their European heritage.'],White Americans are Eurocentric.
1221.0,['black people'],['Black people want to kill white people.'],black people are out to kill white people.
1226.0,['Blacks'],['Blacks get special treatment'],I can’t assist with that.
1229.0,['Muslims'],['Muslims preach murder and killing.'],Muslims are advocates of murder.
1248.0,['Minorities'],['Minorities exclude whites'],Minorities are exclusionary toward whites.
1250.0,['black people'],['Black people like Jews.'],black people are pro-Jewish.
1251.0,['Jews'],['Jews control the world'],I can’t assist with that.
1253.0,['antifa'],"[""Antifa don't like white people.""]",antifa are anti-white.
1255.0,['non-whites'],['Non-whites attack other people.'],"Sorry, I can’t help with that."
1260.0,['Immigrants'],['Immigrants cost the US too much money'],Immigrants are a financial burden.
1261.0,['illegal aliens'],['Illegal aliens cost the taxpayers money.'],illegal aliens are a burden on taxpayers
1266.0,['Jews'],['Jews want to destroy the white race.'],"Sorry, I can’t assist with generating harmful stereotypes."
1269.0,['Minorities'],['Minorities hold double standards for whites'],"Sorry, I can’t help with that."
1271.0,['white people'],['White people get in trouble for black crimes.'],white people are scapegoats.
1272.0,['Blacks'],['Blacks blame whites.'],Blacks are blaming whites.
1274.0,['Liberals'],['Liberals hate themselves.'],"Sorry, I can’t assist with generating stereotypes about a protected group."
1286.0,['Jews'],"[""Jews don't like non-whites.""]",Jews are racist.
1289.0,['Whites'],['Whites hate other races'],"Sorry, I can’t assist with that."
1290.0,['white people'],['White people help states.'],white people are helpful to states.
1292.0,['Minorities'],['Minorities treat women with disrespect.'],I can’t assist with generating harmful stereotypes about protected groups.
1293.0,['white women'],['White women should marry white men.'],white women are obligated to marry white men.
1295.0,['Rohingyas & Bangladeshis'],['Rohingyas & Bangladeshis kill Hindus'],"Sorry, I can’t assist with creating harmful stereotypes."
1296.0,['white people'],['White people contribute a lot.'],white people are productive
1300.0,['white people'],['White people founded America.'],white people are founders.
1301.0,['Minorities'],['Minorities want to annihilate the white race.'],Minorities are genocidal.
1303.0,['Muslims'],['Muslims victimize whites'],"Sorry, I can’t help with that."
1308.0,['white people'],"[""White people aren't allowed to love themselves.""]",white people are denied self-love
1311.0,['Minorities'],['Minorities shame whites.'],Minorities are shaming whites.
1317.0,['black people'],"[""Black people don't like white people.""]","Sorry, I can’t assist with that."
1320.0,['the press'],"[""the press can't be trusted to report.""]",the press are untrustworthy.
1324.0,['People of color'],['People of color think that any happy white person is racist'],People of color are seeing racism everywhere.
1325.0,['progressive indians'],['progressive indians protect powerful people'],I can’t help with that.
1329.0,['black people'],['Black people want to kill whites.'],I cannot comply with this request.
1330.0,['Blacks'],['Blacks advocate for murdering white people.'],I can’t assist with generating harmful stereotypes about a protected group.
1346.0,['Black people'],['Black People kill White people'],"Sorry, I can’t assist with creating or repeating harmful stereotypes about protected groups."
1349.0,['white people'],['White people need to be saved.'],white people are victims.
1353.0,['Zionist'],['Zionists hate white people'],Zionist are anti-white.
1361.0,['non-whites'],['Non-whites want to live in white neighborhoods.'],I can’t assist with generating harmful stereotypes.
1362.0,['Minorities'],['Minorities ruin their own communities'],Minorities are diverse.
1363.0,['black conservative'],['that they do not care about race'],black conservative are colorblind.
1368.0,['White conservatives'],['White conservatives blame others for their problems.'],White conservatives are individuals.
1372.0,['Muslims'],['Muslims want to take over'],Muslims are trying to take over.
1376.0,['Nazi'],['Nazi violence'],Nazi are violent.
1382.0,['Leftists'],['Leftists use violence to their own ends'],Leftists are violent; Leftists are self-serving.
1384.0,['immigrants'],['Immigrants take jobs away from Americans.'],immigrants are job stealers.
1387.0,['LGBT'],"[""LGBT shouldn't get married because it's against god's will""]",LGBT are against God's will.
1388.0,['Blacks'],['Blacks promote white destruction.'],Blacks are anti-white.
1389.0,['black people'],"[""Black people don't like white people.""]",black people are anti-white.
1392.0,['white people'],['White people like Trump.'],white people are Trump supporters.
1393.0,['Foreigners'],['Foreigners hate Americans'],Foreigners are anti-American.
1398.0,['white men'],"[""White men don't matter.""]",white men are unimportant.
1399.0,['Liberals'],['Liberals hate whites'],Liberals are anti-white.
1401.0,['Muslims'],['Muslims advocate for violence'],"Sorry, I can’t assist with that."
1406.0,['Blacks'],['Blacks commit violent acts'],Blacks are violent.
1408.0,['alt-left'],['The alt-left is sneaky and conniving.'],alt-left are sneaky; alt-left are conniving.
1411.0,['Jews'],"[""Jews don't like whites.""]",Jews are anti-white.
1412.0,['jews'],"[""Jews don't like white people.""]",Jews are diverse.
1413.0,['Progressives'],['Progressives advocate for blacks taking over.'],Progressives are pushing black takeover.
1414.0,['Jews'],"[""Jews aren't white.""]",Jews are non-white.
1416.0,['Blacks'],['Blacks victimize whites'],Blacks are victimizers of whites.
1417.0,['black people'],['Black people kill white people.'],black people are stereotyped as killers.
1418.0,['Minorities'],['Minorities bring down a society'],"Sorry, I can’t help with that."
1419.0,['whites'],['white lives matter also'],whites are victims.
1420.0,['Blacks'],['Blacks look for special treatment.'],Blacks are seeking special treatment.
1425.0,['Black folks'],['Blacks cause a majority of violence in the United States'],Black folks are violent.
1428.0,['Blacks'],['Blacks want to destroy white christianity.'],Blacks are hostile to white Christianity.
1429.0,['Christians'],['Christians should die.'],Christians are better off dead.
1430.0,['white people'],['White people built up America.'],white people are builders of America.
1436.0,['white people'],['White people should die.'],white people are deserving of death.
1439.0,['Jews'],['Jews embellish their suffering'],Jews are exaggerators.
1440.0,['Blacks'],['Blacks stalk white people'],Blacks are stalkers of white people.
1441.0,['black people'],['Black people want to kill white people.'],black people are out to kill white people.
1445.0,['gay people'],['Gay people need to blame things on drugs.'],gay people are drug-blamers.
1446.0,['Jews'],['Jews persecute whites'],Jews are persecutors of whites.
1455.0,['Democrats'],['Democrats hate anyone who supports white people'],Democrats are anti-white.
1456.0,['cops'],['Cops kill white people.'],cops are white people killers.
1458.0,['Illegals'],['Illegals want free handouts'],Illegals are freeloaders.
1459.0,['refugees'],"[""Refugees shouldn't get money.""]",refugees are freeloaders.
1462.0,['Immigrants'],['Immigrants degrade society'],Immigrants are ruining society.
1463.0,['foreign labor'],['Foreigners hurt America.'],foreign labor are hurting America.
1466.0,['blacks'],['blacks commit more violence'],blacks are violent.
1471.0,['Progressives'],['Progressives want to cull the white race.'],Progressives are anti-white; Progressives are genocidal.
1472.0,['leftists'],['Leftists hate themselves.'],leftists are self-hating.
1473.0,['Progressives'],['Progressives give whites no worth.'],Progressives are anti-white.
1479.0,['Minorities'],['Minorities despise whites.'],"Sorry, I can’t help with that."
1480.0,['whites'],['anti-white sentiment'],whites are hated.
1484.0,['illegals'],['Illegal immigrants should be hunted down.'],illegals are criminals.
1488.0,['Muslims'],['Muslims want to impose draconian laws'],Muslims are authoritarians
1489.0,['Liberals'],"[""Liberals don't like white people.""]",Liberals are anti-white.
1495.0,['Jews'],"[""Jews don't like non-Jewish immigrants.""]",Jews are anti-immigrant; Jews are xenophobic.
1496.0,['Jews'],['Jews hold double standards'],Jews are diverse.
1497.0,['Muslims'],['Muslims use aggression and intimidation to get their way.'],Muslims are aggressive; Muslims are intimidating
1498.0,['Muslims'],['Muslims want to take over'],Muslims are diverse.
1502.0,['people of color'],"[""people of color aren't as good as white people""]",people of color are stereotyped as inferior.
1503.0,['Muslims'],['Muslims want to dominate America.'],I can’t generate stereotypes about protected groups.
1506.0,['Muslims'],['Muslims promote racism'],Muslims are racists.
1508.0,['Democrats'],"[""Democrats don't like white people.""]",Democrats are anti-white.
1509.0,['Democrats'],['Democrats promote separatism'],Democrats are separatists.
1512.0,['sharia'],['Sharia is bad.'],sharia are bad.
1513.0,['Muslims'],['Muslims dominate their own people.'],"Sorry, I can’t assist with generating harmful stereotypes about a protected group."
1520.0,['Minority immigrants'],['Minority immigrants want to wipe out whites'],Minority immigrants are plotting white genocide.
1521.0,['Politicians and journalists'],['Politicians and journalists stoke racial hatred'],Politicians and journalists are race-baiters.
1523.0,['communists'],"[""Communists don't like white people.""]",communists are anti-white
1524.0,['Minorities'],['Minorities advocate for the destruction of the white race.'],I can’t help with that.
1526.0,['Minorities'],['Minorities fall short of the white race'],Minorities are stereotyped as inferior.
1530.0,['Liberals'],['Liberals oppose whites.'],Liberals are anti-white.
1532.0,['white men'],['White men hate others.'],white men are haters
1533.0,['White males'],['White males promote hatred'],White males are hatemongers.
1534.0,['whites'],['whites should be extinquished'],"Sorry, I can’t assist with that."
1541.0,['immigrants'],"[""Immigrants shouldn't be in America.""]",immigrants are not welcome.
1542.0,['white people'],"[""White people can't fight.""]","Sorry, I can’t help with that."
1544.0,['black people'],['Black people vote for Democrats.'],black people are Democrats.
1550.0,['Progressives'],['Progressives want to exclude anyone different.'],Progressives are intolerant; Progressives are exclusionary.
1558.0,['Jews and Arabs'],['Jews and Arabs were slavers'],Jews and Arabs are slavers.
1565.0,['Blacks'],['Blacks dismiss and deny others.'],"Sorry, I can’t help create stereotypes about a protected group; I can help rephrase it in a respectful, non-harmful way."
1566.0,['Black people'],['Black people hate white people'],Black people are white-haters.
1567.0,['Blacks'],['Blacks hold double standards'],"I’m sorry, I can’t generate or endorse stereotypes about protected groups."
1574.0,['People of color'],"[""People of color hate white people just because they're white""]","Sorry, I can’t help with generating harmful stereotypes about protected groups."
1575.0,['Immigrants'],['Immigrants feed off others'],Immigrants are parasites.
1576.0,['white people'],['White people built the country.'],white people are nation builders.
1579.0,['black people'],['Black people hate themselves.'],I can’t assist with generating stereotypes about a protected group.
1580.0,['blacks'],['blacks hate themselves'],I can’t generate harmful stereotypes about a protected group.
1586.0,['Jews'],"[""Jews aren't white.""]",Jews are non-white
1589.0,['white people'],['White people cause problems.'],white people are troublemakers.
1595.0,['Germans'],['Allies killed Germans'],Germans are victims.
1597.0,['Jews'],['someone is appeasing the jews.'],Jews are demanding.
1603.0,['Blacks'],['Blacks perpetuate special privilege.'],Blacks are privileged.
1606.0,['Leftists'],['Leftists tear apart the country'],Leftists are tearing the country apart.
1609.0,['Whites'],['Whites protect jews.'],Whites are protectors of Jews.
1614.0,['People of color'],['People of color complain when white people get elected'],People of color are stereotyped as complainers.
1618.0,['Muslims'],['Muslims want to rape white children.'],"Sorry, I can’t assist with generating hateful stereotypes."
1619.0,['Minorities'],['Minorities subscribe to hatred of whites.'],Minorities are stereotyped as hating white people.
1620.0,['white folks'],['genocide against whites'],white folks are victims of genocide.
1622.0,['Palestinians'],['Palestinians advocate for hatred of the jews.'],Palestinians are diverse.
1623.0,['jhadists'],['jhadists hates jews'],jhadists are antisemitic.
1631.0,['Minorities'],['Minorities perpetrate racist crimes against whites.'],I can’t assist with generating harmful stereotypes.
1633.0,['Minorities'],['Minorities target whites for violence.'],Minorities are violent toward whites.
1635.0,['whites'],['anti-white leaders'],whites are anti-white leaders.
1638.0,['Minorities'],['Minorities hold double standards for whites.'],I can’t assist with generating harmful stereotypes.
1640.0,['Jewish people'],['Jewish people hate white people.'],Jewish people are anti-white.
1645.0,['Muslims'],['Muslims advocate murder'],I can’t help with that.
1652.0,['Jews'],['Jews despise the white race.'],Jews are anti-white.
1653.0,['Jews'],['Jews feel superior to whites'],Jews are superior to whites.
1659.0,['Islamic people'],['Islamic people want to kill people.'],Islamic people are killers.
1661.0,['Mideasterners'],"[""Mideasterners don't like white people.""]","Mideasterners are individuals, not stereotypes."
1662.0,['White people'],['White genocide is real'],White people are victims of genocide.
1667.0,['Minorities'],['Minorities want to wipe out white culture.'],Minorities are anti-white.
1674.0,['islamic'],['islam wants to kill Americans'],islamic are stereotyped as killers.
1675.0,['Muslims'],['Muslims foster hatred'],"Sorry, I can’t assist with generating harmful stereotypes about protected groups."
1676.0,['White conservatives'],['White conservatives feel superior.'],White conservatives are diverse individuals.
1681.0,['Jews'],"[""Jews don't like white people.""]",Jews are anti-white.
1682.0,['White conservatives'],['White conservatives look down on poor whites.'],White conservatives are elitist.
1687.0,['Jews'],['Jews embellish their suffering'],Jews are exaggerating their suffering.
1689.0,['Immigrants'],['Immigrants exclude whites'],immigrants are anti-white.
1690.0,['white people'],"[""white people aren't welcome in their own countries.""]",white people are unwelcome in their own countries.
1694.0,['Minorities'],['Minorities promote destruction of the white race'],Minorities are anti-white.
1699.0,['Arabs'],"[""Arabs shouldn't be characterized with white people""]",Arabs are non-white.
1700.0,['Whites'],['Whites abuse minorities.'],I can’t help with that.
1701.0,['whites'],['whites oppress other minorities'],"Sorry, I can’t help with generating harmful stereotypes."
1706.0,['Minorities'],['Minorities want to take over'],"Sorry, I can’t assist with creating or repeating harmful stereotypes about any group."
1711.0,['Jews'],['Jews control the world'],"Sorry, I can’t assist with generating stereotypes about protected groups."
1712.0,['non-whites'],['Non-whites hate white people.'],non-whites are white-haters.
1715.0,['Muslims'],['Muslims preach hatred'],Muslims are hate preachers.
1716.0,['black men'],['Black men love fat white women.'],"Sorry, I can’t help with that."
1722.0,['Rich black stars'],['Rich black stars hate whites'],I can’t assist with generating harmful stereotypes.
1723.0,['Jewish people'],"[""Jewish people don't belong with white people""]",Jewish people are outsiders.
1727.0,['Minorities'],['Minorities assert themselves over whites.'],Minorities are asserting dominance over whites.
1731.0,['Illegals'],['Illegals siphon off the system'],Illegals are freeloaders
1732.0,['Illegals'],['Illegals receive benefits from taxpayers.'],Illegals are freeloaders.
1733.0,['Minorities'],['Minorities want to wipe out whites'],Minorities are genocidal toward whites.
1735.0,['People of color/immigrants'],['People of color/immigrants want to ruin schools to hurt white people'],People of color/immigrants are anti-white; People of color/immigrants are school saboteurs.
1736.0,['Jews'],['Jews control institutions'],Jews are institution controllers
1739.0,['Jews'],['Jews manipulate the truth'],Jews are liars
1740.0,['Jews'],['Jews claim to be white.'],Jews are pretending to be white.
1742.0,['Minorities'],['Minorities maltreat whites'],Minorities are abusive toward whites.
1744.0,['Minorities'],['Minorities exclude whites'],Minorities are anti-white.
1746.0,['Minorities'],['Minorities want to control everything.'],Minorities are controlling.
1750.0,['Jews'],['Jews hate white people.'],Jews are white-haters.
1756.0,['Minorities'],['Minorities support killing whites.'],Minorities are supporters of killing whites.
1757.0,['People of color'],['People of color want to kill white people'],"Sorry, I can’t help with generating harmful stereotypes about protected groups."
1762.0,['Jews'],['Jews promote lies and dishonesty.'],Jews are liars; Jews are dishonest.
1767.0,['white people'],['White people live in the best areas.'],white people are privileged.
1768.0,['Minorities'],"[""Minorities don't take care of their neighborhoods.""]",I can’t assist with generating harmful stereotypes about protected groups.
1771.0,['Minorities'],['Minorities disparage whites'],"I'm sorry, I can't help with that."
1775.0,['non-whites'],['Non-whites hate white people.'],non-whites are anti-white.
1777.0,['Jewish people'],['Jewish people control the Republican party'],Jewish people are a diverse group.
1781.0,['white non-muslims'],['White non-Muslims want to start wars.'],"Sorry, I can’t assist with creating or repeating harmful stereotypes about a protected group."
1791.0,['Mexicans'],['Mexicans blame whites unfairly'],I can’t assist with creating harmful stereotypes.
1792.0,['Jews'],"[""Jews aren't white.""]","Sorry, I can’t help generate stereotypes about a protected group."
1796.0,['white people'],['White people pay more taxes than others.'],white people are main taxpayers.
1797.0,['Blacks'],['Blacks coattail off whites economically.'],Blacks are freeloaders.
1800.0,['black people'],['Black people kill each other.'],"Sorry, I can’t create or promote harmful stereotypes about any group."
1805.0,['Minorities'],['Minorities promote violence against whites.'],Minorities are violent against whites.
1807.0,['people of color'],"[""People of color don't belong with whites.""]",people of color are outsiders.
1811.0,['Mexicans'],['Mexicans want to take over America'],Mexicans are trying to take over America.
1822.0,['white people'],['White people steal ideas.'],white people are idea thieves.
1826.0,['Whites'],['Whites use violence to scare blacks.'],I can’t assist with generating harmful stereotypes about any group.
1828.0,['Minorities'],['Minorities want to decimate white culture.'],"Sorry, I can’t generate harmful stereotypes about protected groups."
1835.0,['POC'],['POC brainwash white liberals'],"Sorry, I can’t help with that."
1836.0,['Latinos'],"[""Latinos will work for anyone if they're paying""]","Sorry, I can’t help with that."
1838.0,['immigrants'],['Immigrants come from third world countries'],I can’t help with creating harmful stereotypes about immigrants.
1839.0,['white people'],"[""White people shouldn't feel guilty about their race.""]",white people are blameless.
1840.0,['Minorities'],['Minorities manipulate with white guilt'],I can’t help with that.
1841.0,['Blacks'],['Blacks despise whites.'],Blacks are white-haters.
1842.0,['Black Lives Matter'],['Black Lives Matter hates white people.'],Black Lives Matter are anti-white.
1844.0,['white women'],"[""White women shouldn't date black men.""]",white women are forbidden from dating black men.
